N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
1.56,5000,-1.80464224,0.016996051,0.23465136,0.067235407,0.000119481,6.93E-06,0.002913658,9.68E-05,,,,,,,,,,,,,,,,,,
1.57,5000,-1.93329232,0.015871401,0.98055744,0.007660428,0.000102372,7.00E-06,3.51E-05,6.41E-06,,,,,,,,,,,,,,,,,,
1.58,5000,-1.93397056,0.015846678,0.98142384,0.004982922,0.000100477,7.03E-06,1.57E-05,5.79E-07,,,,,,,,,,,,,,,,,,
1.59,5000,-1.92554496,0.019604787,0.9745792,0.01965929,0.000152108,1.23E-05,0.000244442,3.52E-05,,,,,,,,,,,,,,,,,,
1.6,5000,-1.92877888,0.016965601,0.98010016,0.005177497,0.000112558,5.06E-06,1.68E-05,1.47E-06,,,,,,,,,,,,,,,,,,
1.61,5000,-1.79223328,0.016770438,0.0326168,0.115638529,0.000109145,6.36E-06,0.008267224,0.00038124,,,,,,,,,,,,,,,,,,
1.62,5000,-1.92375856,0.016272643,0.97829968,0.005374695,0.000100712,7.13E-06,1.80E-05,1.01E-06,,,,,,,,,,,,,,,,,,
1.63,5000,-1.9207328,0.017797117,-0.9774736,0.005614828,0.000118745,6.20E-06,1.94E-05,1.31E-06,,,,,,,,,,,,,,,,,,
1.64,5000,-1.78216416,0.019109076,-0.13595536,0.041493253,0.000134116,7.97E-06,0.001048426,4.52E-05,,,,,,,,,,,,,,,,,,
1.65,5000,-1.90599808,0.026805435,-0.96191632,0.035828968,0.000261685,1.44E-05,0.000783739,0.000120075,,,,,,,,,,,,,,,,,,
1.66,5000,-1.77620768,0.020217091,0.3624208,0.111667435,0.000146876,4.73E-06,0.007420355,0.00045976,,,,,,,,,,,,,,,,,,
1.67,5000,-1.9062736,0.018933724,-0.97235328,0.007026559,0.000127925,6.35E-06,2.98E-05,2.05E-06,,,,,,,,,,,,,,,,,,
1.68,5000,-1.90331136,0.019238984,-0.9719872,0.006360626,0.000129493,6.21E-06,2.42E-05,1.29E-06,,,,,,,,,,,,,,,,,,
1.69,5000,-1.89814448,0.020415934,0.97033216,0.007003122,0.000145477,1.55E-05,2.89E-05,1.61E-06,,,,,,,,,,,,,,,,,,
1.7,5000,-1.8991152,0.018742092,-0.97088144,0.006146252,0.00012059,6.71E-06,2.22E-05,9.48E-07,,,,,,,,,,,,,,,,,,
1.71,5000,-1.89391552,0.020030486,-0.96888464,0.0070759,0.000137309,6.29E-06,2.91E-05,1.38E-06,,,,,,,,,,,,,,,,,,
1.72,5000,-1.89010816,0.020390331,-0.96789184,0.006926731,0.000141424,5.71E-06,2.80E-05,1.72E-06,,,,,,,,,,,,,,,,,,
1.73,5000,-1.86546192,0.037967299,0.92473456,0.074215616,0.00047757,2.32E-05,0.003163271,0.000170039,,,,,,,,,,,,,,,,,,
1.74,5000,-1.82716704,0.049626784,-0.79980432,0.179336166,0.00080791,4.36E-05,0.018292716,0.001146399,,,,,,,,,,,,,,,,,,
1.75,5000,-1.8609984,0.038010576,0.92745312,0.072461772,0.000472062,2.79E-05,0.002987445,0.000332074,,,,,,,,,,,,,,,,,,
1.76,5000,-1.84153392,0.042368361,0.88770464,0.087624733,0.000579623,3.50E-05,0.004363893,0.000197467,,,,,,,,,,,,,,,,,,
1.77,5000,-1.86979728,0.021309,0.96121408,0.007495863,0.000144519,1.15E-05,3.18E-05,1.67E-06,,,,,,,,,,,,,,,,,,
1.78,5000,-1.7210256,0.024668556,-0.0993904,0.122741889,0.000191358,1.04E-05,0.008461384,0.000319154,,,,,,,,,,,,,,,,,,
1.79,5000,-1.85986688,0.02449302,-0.95579632,0.012794133,0.000188033,1.15E-05,9.01E-05,6.01E-06,,,,,,,,,,,,,,,,,,
1.8,5000,-1.80876096,0.05280505,0.81831408,0.151133816,0.000859524,2.44E-05,0.012599745,0.00046518,,,,,,,,,,,,,,,,,,
1.81,5000,-1.85438992,0.023875287,0.95568112,0.008616847,0.000175748,1.14E-05,4.05E-05,1.51E-06,,,,,,,,,,,,,,,,,,
1.82,5000,-1.84719856,0.025042937,-0.95347984,0.009078884,0.000187408,1.40E-05,4.53E-05,2.58E-06,,,,,,,,,,,,,,,,,,
1.83,5000,-1.78204944,0.059185675,-0.75804112,0.187387134,0.001040495,3.67E-05,0.019191139,0.000431279,,,,,,,,,,,,,,,,,,
1.84,5000,-1.8207368,0.042722115,-0.90435536,0.101881353,0.000532986,3.01E-05,0.005538922,0.000398503,,,,,,,,,,,,,,,,,,
1.85,5000,-1.83066448,0.02915201,0.9448152,0.01479035,0.000249983,9.23E-06,0.000117235,1.06E-05,,,,,,,,,,,,,,,,,,
1.86,5000,-1.79272704,0.04484401,-0.85059792,0.119983194,0.000576672,2.58E-05,0.007645862,0.000364929,,,,,,,,,,,,,,,,,,
1.87,5000,-1.71685584,0.059754772,-0.65294848,0.179312749,0.001011592,3.73E-05,0.017209541,0.000798464,,,,,,,,,,,,,,,,,,
1.88,5000,-1.68077328,0.032911365,0.3658496,0.154634398,0.000304565,1.85E-05,0.012732254,0.000330577,,,,,,,,,,,,,,,,,,
1.89,5000,-1.81015072,0.02707715,-0.93914736,0.011942794,0.000205489,1.05E-05,7.47E-05,3.71E-06,,,,,,,,,,,,,,,,,,
1.9,5000,-1.7541576,0.053453574,-0.79966272,0.155991899,0.00078632,3.21E-05,0.012708131,0.000399151,,,,,,,,,,,,,,,,,,
1.91,5000,-1.65681936,0.027676749,0.01690096,0.110201193,0.000209227,1.27E-05,0.006340337,0.000286704,,,,,,,,,,,,,,,,,,
1.92,5000,-1.74185888,0.062251018,0.78441552,0.173293865,0.001046099,7.02E-05,0.015562135,0.000806076,,,,,,,,,,,,,,,,,,
1.93,5000,-1.6448768,0.029607208,0.3539424,0.069111066,0.000235746,1.54E-05,0.00246237,0.000158519,,,,,,,,,,,,,,,,,,
1.94,5000,-1.78663952,0.02920122,0.93023744,0.012219976,0.000226333,1.13E-05,7.76E-05,4.08E-06,,,,,,,,,,,,,,,,,,
1.95,5000,-1.776516,0.030420904,-0.92547264,0.014721658,0.000245638,1.73E-05,0.000110669,4.72E-06,,,,,,,,,,,,,,,,,,
1.96,5000,-1.73701008,0.044651873,-0.87056688,0.077752801,0.000514774,5.00E-05,0.00307367,0.000204805,,,,,,,,,,,,,,,,,,
1.97,5000,-1.75824464,0.036126885,0.91707712,0.018478525,0.000339458,2.83E-05,0.000173129,9.85E-06,,,,,,,,,,,,,,,,,,
1.98,5000,-1.61432368,0.031731541,-0.0708896,0.111704808,0.000256022,1.20E-05,0.006253109,0.000542655,,,,,,,,,,,,,,,,,,
1.99,5000,-1.61987024,0.036707103,0.35749728,0.112588804,0.000336325,1.59E-05,0.006319594,0.000244054,,,,,,,,,,,,,,,,,,
2,5000,-1.73995248,0.03213881,-0.91174384,0.014381714,0.000257375,1.42E-05,0.000102697,6.28E-06,,,,,,,,,,,,,,,,,,
2.01,5000,-1.63323424,0.04799551,0.6476808,0.126217777,0.000573879,1.73E-05,0.007901171,0.000355062,,,,,,,,,,,,,,,,,,
2.02,5000,-1.572012,0.039680674,-0.32496224,0.154450544,0.000380459,2.48E-05,0.011812712,0.0006432,,,,,,,,,,,,,,,,,,
2.03,5000,-1.71687392,0.036281885,0.9005808,0.018083174,0.000320433,1.25E-05,0.000158983,9.52E-06,,,,,,,,,,,,,,,,,,
2.04,5000,-1.55162416,0.036569577,-0.0323728,0.065098751,0.000320454,1.26E-05,0.002068576,9.83E-05,,,,,,,,,,,,,,,,,,
2.05,5000,-1.55967664,0.035323467,0.10071504,0.027508874,0.000295762,1.40E-05,0.000366614,3.29E-05,,,,,,,,,,,,,,,,,,
2.06,5000,-1.64207488,0.06190841,-0.77262304,0.144276907,0.000901255,4.53E-05,0.010174818,0.000781894,,,,,,,,,,,,,,,,,,
2.069,5000,-1.6590712,0.042290266,0.8403224,0.073733796,0.000415698,2.34E-05,0.0026721,0.000149122,,,,,,,,,,,,,,,,,,
2.071,5000,-1.54338864,0.03913349,-0.28777968,0.116202973,0.00035447,3.52E-05,0.006482138,0.000191431,,,,,,,,,,,,,,,,,,
2.073,5000,-1.64658544,0.066432682,0.77718944,0.172548871,0.001015767,4.22E-05,0.014251452,0.000981929,,,,,,,,,,,,,,,,,,
2.075,5000,-1.67788992,0.040052288,0.88172336,0.023977798,0.000367377,2.72E-05,0.000274563,1.69E-05,,,,,,,,,,,,,,,,,,
2.077,5000,-1.53665568,0.038957472,0.03460176,0.204502216,0.000348334,1.61E-05,0.020242822,0.000391352,,,,,,,,,,,,,,,,,,
2.079,5000,-1.67582432,0.046885533,-0.87222,0.046572522,0.000503717,2.26E-05,0.001045932,0.00010988,,,,,,,,,,,,,,,,,,
2.081,5000,-1.66941456,0.042483119,-0.8785672,0.023733336,0.000413031,2.78E-05,0.000269801,1.39E-05,,,,,,,,,,,,,,,,,,
2.083,5000,-1.58725168,0.070475819,0.62825072,0.189018834,0.001140607,3.44E-05,0.017125835,0.00043946,,,,,,,,,,,,,,,,,,
2.085,5000,-1.64989536,0.04643664,0.8514104,0.04805436,0.000492789,2.77E-05,0.001073889,5.92E-05,,,,,,,,,,,,,,,,,,
2.087,5000,-1.51376528,0.039548964,-0.2662208,0.109032968,0.000357774,1.53E-05,0.005643584,9.31E-05,,,,,,,,,,,,,,,,,,
2.089,5000,-1.6380064,0.046201927,-0.83083104,0.070228275,0.000489425,3.20E-05,0.002365344,0.000113154,,,,,,,,,,,,,,,,,,
2.091,5000,-1.64499088,0.046749577,-0.82529136,0.091359262,0.000495873,2.68E-05,0.003976696,0.000213676,,,,,,,,,,,,,,,,,,
2.093,5000,-1.65977504,0.039872267,0.8735896,0.022522926,0.000360364,2.88E-05,0.000242631,1.50E-05,,,,,,,,,,,,,,,,,,
2.095,5000,-1.6564104,0.042401188,0.85759088,0.049127924,0.000408723,3.12E-05,0.001146306,0.000112838,,,,,,,,,,,,,,,,,,
2.097,5000,-1.51224464,0.039641868,0.1199168,0.196277346,0.000358043,2.31E-05,0.018438049,0.000676339,,,,,,,,,,,,,,,,,,
2.099,5000,-1.63970256,0.055086399,0.84431248,0.060074054,0.000682637,3.68E-05,0.001702485,0.000117285,,,,,,,,,,,,,,,,,,
2.101,5000,-1.6068784,0.065656487,0.7438488,0.147745208,0.000973876,4.86E-05,0.010363261,0.000392573,,,,,,,,,,,,,,,,,,
2.103,5000,-1.50024928,0.070696579,-0.36401008,0.256237435,0.001114119,8.25E-05,0.031095902,0.001521156,,,,,,,,,,,,,,,,,,
2.105,5000,-1.51199792,0.041960278,0.14837776,0.150296887,0.000396535,2.65E-05,0.010701063,0.000429613,,,,,,,,,,,,,,,,,,
2.107,5000,-1.50004832,0.035424816,-0.042168,0.061089736,0.000282757,7.85E-06,0.001768924,6.61E-05,,,,,,,,,,,,,,,,,,
2.109,5000,-1.6457896,0.042054295,0.86380848,0.026274549,0.000397279,3.13E-05,0.000328616,1.66E-05,,,,,,,,,,,,,,,,,,
2.111,5000,-1.62633872,0.045067725,0.85145408,0.027279516,0.000450639,2.22E-05,0.000347582,1.29E-05,,,,,,,,,,,,,,,,,,
2.113,5000,-1.6370472,0.041048407,0.86204192,0.023297946,0.000375455,2.82E-05,0.000256462,1.47E-05,,,,,,,,,,,,,,,,,,
2.115,5000,-1.49883648,0.038533617,-0.04386448,0.116434418,0.000330037,1.85E-05,0.006442038,0.000252704,,,,,,,,,,,,,,,,,,
2.117,5000,-1.6110624,0.055416589,-0.80198224,0.090329741,0.000680956,5.71E-05,0.003813837,0.000216061,,,,,,,,,,,,,,,,,,
2.119,5000,-1.62873648,0.044900233,-0.84629952,0.041262507,0.00045125,3.72E-05,0.000801373,6.91E-05,,,,,,,,,,,,,,,,,,
2.121,5000,-1.62731888,0.04828517,0.85359824,0.031817433,0.00052162,2.67E-05,0.000479881,2.53E-05,,,,,,,,,,,,,,,,,,
2.123,5000,-1.63028992,0.045165573,-0.85078448,0.042187804,0.000451402,1.98E-05,0.000832975,5.42E-05,,,,,,,,,,,,,,,,,,
2.125,5000,-1.60391696,0.045439052,0.82912592,0.043757507,0.000453883,2.57E-05,0.000899817,6.75E-05,,,,,,,,,,,,,,,,,,
2.127,5000,-1.60639008,0.050880839,0.82664928,0.053290601,0.000564696,3.15E-05,0.001325131,6.09E-05,,,,,,,,,,,,,,,,,,
2.129,5000,-1.50080384,0.062800143,-0.36457984,0.25183805,0.000864204,3.28E-05,0.029809255,0.001833395,,,,,,,,,,,,,,,,,,
2.131,5000,-1.587136,0.057365853,0.780876,0.111037285,0.000728614,3.73E-05,0.005773217,0.000283849,,,,,,,,,,,,,,,,,,
2.133,5000,-1.54927376,0.064498929,-0.65290688,0.20480612,0.000905407,4.41E-05,0.019618612,0.000563579,,,,,,,,,,,,,,,,,,
2.135,5000,-1.58082,0.066555557,0.7185856,0.158659326,0.000978319,4.20E-05,0.01166727,0.000589778,,,,,,,,,,,,,,,,,,
2.137,5000,-1.61168176,0.042084255,-0.84360784,0.028465348,0.000387988,2.37E-05,0.000374909,3.83E-05,,,,,,,,,,,,,,,,,,
2.139,5000,-1.60917328,0.039999268,0.84542768,0.028326939,0.000349764,2.75E-05,0.000375074,3.30E-05,,,,,,,,,,,,,,,,,,
2.141,5000,-1.46744544,0.064997868,0.34449296,0.21490079,0.000921287,4.51E-05,0.021724424,0.00078189,,,,,,,,,,,,,,,,,,
2.143,5000,-1.61997472,0.04372758,0.85539712,0.02583085,0.000418323,2.18E-05,0.000313079,2.14E-05,,,,,,,,,,,,,,,,,,
2.145,5000,-1.60887232,0.04156726,-0.84759616,0.026635464,0.000370517,1.71E-05,0.000328329,2.92E-05,,,,,,,,,,,,,,,,,,
2.147,5000,-1.52418,0.073702282,-0.59277152,0.197326817,0.001164044,4.64E-05,0.018166042,0.000723446,,,,,,,,,,,,,,,,,,
2.149,5000,-1.5499224,0.066912747,0.71625872,0.14689186,0.000967307,4.74E-05,0.009930976,0.000364664,,,,,,,,,,,,,,,,,,
2.151,5000,-1.46890448,0.050832282,0.02170032,0.080615532,0.000556539,2.54E-05,0.003022658,5.98E-05,,,,,,,,,,,,,,,,,,
2.153,5000,-1.45897664,0.044621212,0.30867088,0.126284755,0.000429681,3.53E-05,0.007388697,0.000485128,,,,,,,,,,,,,,,,,,
2.155,5000,-1.52451984,0.054468326,0.655904,0.143760469,0.000632643,2.59E-05,0.009574198,0.000324509,,,,,,,,,,,,,,,,,,
2.157,5000,-1.56879936,0.052448988,0.79803472,0.06906691,0.000588315,3.24E-05,0.002207303,0.000171063,,,,,,,,,,,,,,,,,,
2.159,5000,-1.57735808,0.050235884,-0.81166576,0.049940022,0.000538429,1.66E-05,0.001168918,7.49E-05,,,,,,,,,,,,,,,,,,
2.161,5000,-1.47571088,0.048487925,-0.48728544,0.108246166,0.000502492,2.72E-05,0.005417332,0.000226089,,,,,,,,,,,,,,,,,,
2.163,5000,-1.43697408,0.046533883,0.18533776,0.116129124,0.00045763,3.11E-05,0.006182548,0.000380028,,,,,,,,,,,,,,,,,,
2.165,5000,-1.53704256,0.061974341,-0.64189392,0.143206537,0.000815294,4.83E-05,0.009430209,0.000451914,,,,,,,,,,,,,,,,,,
2.167,5000,-1.54216896,0.047254901,-0.75780192,0.059842988,0.000476873,3.67E-05,0.001642969,6.74E-05,,,,,,,,,,,,,,,,,,
2.169,5000,-1.46529344,0.053402283,0.53264688,0.126037419,0.000604709,2.80E-05,0.007280129,0.000181284,,,,,,,,,,,,,,,,,,
2.171,5000,-1.53040768,0.077400373,-0.69194368,0.149164644,0.001269157,8.50E-05,0.010241874,0.000299023,,,,,,,,,,,,,,,,,,
2.173,5000,-1.5869824,0.042458176,0.83632592,0.025665848,0.00038052,2.14E-05,0.000302163,1.56E-05,,,,,,,,,,,,,,,,,,
2.175,5000,-1.42862976,0.042106336,-0.26295936,0.088499526,0.000372689,1.98E-05,0.003587741,0.000125674,,,,,,,,,,,,,,,,,,
2.177,5000,-1.48672608,0.051493774,0.5823664,0.151264475,0.000560864,2.34E-05,0.010456857,0.000388795,,,,,,,,,,,,,,,,,,
2.179,5000,-1.53489792,0.069303212,-0.76351488,0.099217558,0.00100084,5.11E-05,0.004546046,0.000435873,,,,,,,,,,,,,,,,,,
2.181,5000,-1.43090208,0.049279388,-0.31681792,0.077449037,0.000506087,2.62E-05,0.002741272,7.64E-05,,,,,,,,,,,,,,,,,,
2.183,5000,-1.56435952,0.048839508,0.81754608,0.038227054,0.000499109,2.79E-05,0.000674049,6.54E-05,,,,,,,,,,,,,,,,,,
2.185,5000,-1.55013376,0.044787553,-0.8016712,0.032618356,0.000417974,2.13E-05,0.000481564,3.56E-05,,,,,,,,,,,,,,,,,,
2.187,5000,-1.54066912,0.046533527,-0.79072656,0.044688114,0.000453297,1.11E-05,0.000904845,6.48E-05,,,,,,,,,,,,,,,,,,
2.189,5000,-1.503132,0.055516845,0.7258424,0.079096318,0.000642923,2.60E-05,0.002864206,0.000191242,,,,,,,,,,,,,,,,,,
2.191,5000,-1.5317296,0.04845133,0.77888032,0.054230609,0.000488752,2.65E-05,0.00135498,9.34E-05,,,,,,,,,,,,,,,,,,
2.193,5000,-1.43734016,0.04425426,-0.41180992,0.114248752,0.000408915,2.81E-05,0.005895872,0.000226319,,,,,,,,,,,,,,,,,,
2.195,5000,-1.521476,0.055528245,0.74821648,0.099651579,0.000635301,3.82E-05,0.004484309,0.000263236,,,,,,,,,,,,,,,,,,
2.197,5000,-1.52854176,0.04695887,0.77631024,0.045986487,0.000453269,2.82E-05,0.000958221,3.01E-05,,,,,,,,,,,,,,,,,,
2.199,5000,-1.39816128,0.051260186,0.02527696,0.068613552,0.000543973,3.69E-05,0.002139503,0.000184363,,,,,,,,,,,,,,,,,,
2.201,5000,-1.4690144,0.07938449,0.54453856,0.276420294,0.001303062,5.34E-05,0.034623691,0.001180232,,,,,,,,,,,,,,,,,,
2.203,5000,-1.41583984,0.043704858,-0.18533728,0.149710625,0.000391718,2.25E-05,0.010163936,0.000564374,,,,,,,,,,,,,,,,,,
2.205,5000,-1.51371696,0.053396646,-0.7742544,0.047362327,0.000585947,2.79E-05,0.001006607,5.06E-05,,,,,,,,,,,,,,,,,,
2.207,5000,-1.52608272,0.048764953,-0.77952976,0.046451978,0.00048098,3.42E-05,0.000968902,2.89E-05,,,,,,,,,,,,,,,,,,
2.209,5000,-1.43376512,0.046531462,0.42257888,0.149900114,0.000439313,2.43E-05,0.01006612,0.000333934,,,,,,,,,,,,,,,,,,
2.211,5000,-1.54376768,0.04540687,-0.80852512,0.03179714,0.000418555,2.56E-05,0.000453368,2.25E-05,,,,,,,,,,,,,,,,,,
2.213,5000,-1.47610128,0.045987216,0.68972704,0.063252541,0.000428199,2.15E-05,0.001805892,6.62E-05,,,,,,,,,,,,,,,,,,
2.215,5000,-1.45406,0.067169006,0.5955328,0.17571703,0.000921344,3.98E-05,0.013908085,0.000373982,,,,,,,,,,,,,,,,,,
2.217,5000,-1.39511904,0.043774636,-0.30643696,0.06805325,0.000391544,1.73E-05,0.002075161,7.77E-05,,,,,,,,,,,,,,,,,,
2.219,5000,-1.36850016,0.061974202,-0.2594216,0.193417566,0.000775478,4.91E-05,0.016676083,0.001164103,,,,,,,,,,,,,,,,,,
2.221,5000,-1.44549136,0.049362522,0.67292192,0.052914429,0.000493049,3.11E-05,0.001252434,0.000111277,,,,,,,,,,,,,,,,,,
2.223,5000,-1.33859376,0.048618466,0.08853344,0.081779223,0.00047931,2.77E-05,0.002989231,0.000117193,,,,,,,,,,,,,,,,,,
2.225,5000,-1.44105728,0.056810454,-0.62450128,0.086608513,0.000655561,4.22E-05,0.003376728,0.000121715,,,,,,,,,,,,,,,,,,
2.227,5000,-1.39226208,0.090036002,0.45119952,0.260675572,0.001630604,6.85E-05,0.03045629,0.000743057,,,,,,,,,,,,,,,,,,
2.229,5000,-1.45851184,0.050885398,-0.65710416,0.149807558,0.000520751,4.31E-05,0.009898191,0.000648315,,,,,,,,,,,,,,,,,,
2.231,5000,-1.50586944,0.045651439,0.77880752,0.036915657,0.000418101,2.23E-05,0.000601157,3.89E-05,,,,,,,,,,,,,,,,,,
2.233,5000,-1.39817296,0.046795928,-0.40582576,0.158085174,0.00044095,2.57E-05,0.011162482,0.000456087,,,,,,,,,,,,,,,,,,
2.235,5000,-1.37318368,0.043298057,0.32406672,0.118681435,0.000372114,2.67E-05,0.006224147,0.000412095,,,,,,,,,,,,,,,,,,
2.237,5000,-1.41736448,0.071777921,-0.60441008,0.14281632,0.001030356,4.00E-05,0.009135714,0.00020983,,,,,,,,,,,,,,,,,,
2.239,5000,-1.41288272,0.09231829,-0.47018416,0.308703824,0.001701126,5.58E-05,0.042261111,0.000607342,,,,,,,,,,,,,,,,,,
2.241,5000,-1.45035824,0.070481352,0.66015264,0.167874096,0.000995161,5.32E-05,0.012553627,0.0008411,,,,,,,,,,,,,,,,,,
2.243,5000,-1.426592,0.075665128,-0.62466224,0.16290398,0.001141489,7.95E-05,0.01175717,0.00031576,,,,,,,,,,,,,,,,,,
2.245,5000,-1.41391072,0.062177756,-0.53744896,0.213404969,0.000762257,4.24E-05,0.020138609,0.00130049,,,,,,,,,,,,,,,,,,
