N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
50,1.2,3,0.01,0.1,5000,100,0,1,0,4,2.269,TRUE,0.2,0.002,FALSE,FALSE,data,FALSE,,1,TRUE,10,TRUE,FALSE,10000,2000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,E_mean,E_std,M_mean,M_std,C_mean,C_std,chi_mean,chi_std,,,,,,,,,,,,,,,,,,
1.2,5000,-1.98815376,0.006015067,0.99692992,0.001648782,2.51E-05,2.35E-06,2.25E-06,1.34E-07,,,,,,,,,,,,,,,,,,
1.21,5000,-1.98803856,0.005972324,-0.99689952,0.001634532,2.39E-05,1.80E-06,2.18E-06,1.17E-07,,,,,,,,,,,,,,,,,,
1.22,5000,-1.9876392,0.00608505,0.99678192,0.001663633,2.47E-05,1.18E-06,2.28E-06,1.96E-07,,,,,,,,,,,,,,,,,,
1.23,5000,-1.8720424,0.009034766,0.16773136,0.086476657,5.35E-05,3.01E-06,0.006061756,0.00020531,,,,,,,,,,,,,,,,,,
1.24,5000,-1.87211872,0.008800974,-0.07115312,0.058783834,4.96E-05,2.54E-06,0.002783099,0.000113119,,,,,,,,,,,,,,,,,,
1.25,5000,-1.98596624,0.006662065,-0.99632992,0.001848039,2.81E-05,1.03E-06,2.75E-06,1.49E-07,,,,,,,,,,,,,,,,,,
1.26,5000,-1.98466288,0.007145376,-0.99596352,0.001994411,3.20E-05,2.25E-06,3.19E-06,2.31E-07,,,,,,,,,,,,,,,,,,
1.27,5000,-1.98263168,0.007757712,0.99539584,0.002212238,3.72E-05,1.93E-06,3.86E-06,1.58E-07,,,,,,,,,,,,,,,,,,
1.28,5000,-1.98230928,0.007571641,0.99532496,0.002166066,3.48E-05,2.30E-06,3.66E-06,2.48E-07,,,,,,,,,,,,,,,,,,
1.29,5000,-1.98163616,0.007932465,0.99516272,0.002199815,3.80E-05,1.66E-06,3.69E-06,2.69E-07,,,,,,,,,,,,,,,,,,
1.3,5000,-1.9800288,0.008343824,-0.99470224,0.002346152,4.14E-05,2.77E-06,4.22E-06,1.87E-07,,,,,,,,,,,,,,,,,,
1.31,5000,-1.86196448,0.009919485,0.4424816,0.073992181,5.64E-05,2.58E-06,0.004158139,0.00026913,,,,,,,,,,,,,,,,,,
1.32,5000,-1.86073824,0.010229271,-0.1947568,0.04748305,5.98E-05,4.57E-06,0.001713919,5.57E-05,,,,,,,,,,,,,,,,,,
1.33,5000,-1.976236,0.008942897,-0.99367408,0.002574761,4.51E-05,3.77E-06,4.96E-06,3.92E-07,,,,,,,,,,,,,,,,,,
1.34,5000,-1.97445744,0.011786448,-0.99135008,0.010008457,7.74E-05,7.45E-06,7.56E-05,1.32E-05,,,,,,,,,,,,,,,,,,
1.35,5000,-1.8536256,0.01150702,-0.17000576,0.082553538,7.21E-05,3.87E-06,0.005024161,0.000345861,,,,,,,,,,,,,,,,,,
1.36,5000,-1.97372736,0.009732415,0.99298448,0.002807832,5.12E-05,3.41E-06,5.67E-06,2.87E-07,,,,,,,,,,,,,,,,,,
1.37,5000,-1.96968752,0.014917884,-0.9875936,0.017828767,0.000118091,1.16E-05,0.000230008,4.05E-05,,,,,,,,,,,,,,,,,,
1.38,5000,-1.97060128,0.010641885,0.99199904,0.003437916,5.98E-05,5.01E-06,8.53E-06,7.47E-07,,,,,,,,,,,,,,,,,,
1.39,5000,-1.84493632,0.012081816,0.34280144,0.071965227,7.62E-05,3.51E-06,0.003737181,7.14E-05,,,,,,,,,,,,,,,,,,
1.4,5000,-1.9677496,0.01020284,0.99126448,0.003046908,5.26E-05,3.79E-06,6.60E-06,3.45E-07,,,,,,,,,,,,,,,,,,
1.41,5000,-1.84493136,0.011942134,-0.17040016,0.056973384,7.12E-05,8.10E-06,0.002309554,4.96E-05,,,,,,,,,,,,,,,,,,
1.42,5000,-1.9643456,0.011630574,0.99041152,0.003387789,6.62E-05,5.02E-06,8.01E-06,6.67E-07,,,,,,,,,,,,,,,,,,
1.43,5000,-1.84321008,0.012798281,-0.2090248,0.046877155,8.00E-05,3.88E-06,0.001547017,6.11E-05,,,,,,,,,,,,,,,,,,
1.44,5000,-1.95999104,0.014741868,-0.98618384,0.015251668,0.0001056,8.37E-06,0.000162376,2.83E-05,,,,,,,,,,,,,,,,,,
1.45,5000,-1.95903072,0.01147934,0.98882176,0.003464551,6.22E-05,2.94E-06,8.18E-06,8.71E-07,,,,,,,,,,,,,,,,,,
1.46,5000,-1.83157456,0.013813056,-0.02014032,0.117073795,8.85E-05,7.09E-06,0.009368845,0.000160443,,,,,,,,,,,,,,,,,,
1.47,5000,-1.8304112,0.014335692,0.21246624,0.056479012,9.49E-05,6.22E-06,0.00217398,5.69E-05,,,,,,,,,,,,,,,,,,
1.48,5000,-1.95096976,0.017589367,0.98113968,0.021623855,0.000143388,9.79E-06,0.000322643,5.08E-05,,,,,,,,,,,,,,,,,,
1.49,5000,-1.82735776,0.014316726,0.20306128,0.064300852,9.20E-05,5.70E-06,0.002751463,0.000134118,,,,,,,,,,,,,,,,,,
1.5,5000,-1.82384288,0.015287224,-0.41057744,0.070635672,0.000102837,7.78E-06,0.003346368,0.000103633,,,,,,,,,,,,,,,,,,
1.51,5000,-1.94922704,0.013427996,-0.98606128,0.004081422,7.89E-05,4.59E-06,1.09E-05,6.52E-07,,,,,,,,,,,,,,,,,,
1.52,5000,-1.94707136,0.013287808,-0.98542544,0.004048552,7.65E-05,4.43E-06,1.07E-05,8.24E-07,,,,,,,,,,,,,,,,,,
1.53,5000,-1.81656272,0.015745013,0.23133056,0.031396601,0.000105733,3.09E-06,0.000646881,2.71E-05,,,,,,,,,,,,,,,,,,
1.54,5000,-1.94094656,0.013904065,0.98360672,0.004273073,8.17E-05,5.44E-06,1.19E-05,4.77E-07,,,,,,,,,,,,,,,,,,
1.55,5000,-1.9393424,0.015118263,0.98300544,0.004788042,9.42E-05,5.50E-06,1.47E-05,1.26E-06,,,,,,,,,,,,,,,,,,
