N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
20,1.2,3,0.01,0.1,5000,100,0,1,0,4,2.269,TRUE,0.2,0.002,FALSE,FALSE,data,FALSE,,1,TRUE,10,TRUE,FALSE,10000,2000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9,,,,,,,,
2.351,100,0.011894566,0.004656145,0.000681276,-0.002056355,-0.003818987,-0.004931487,-0.005840171,-0.006235566,-0.006588987,0.0047292,0.003316403,0.00222409,0.001767101,0.001684814,0.002186474,0.002606726,0.002985607,0.003601311,,,,,,,,
2.353,100,0.009719882,0.003445539,0.000177382,-0.001848803,-0.00314275,-0.004076829,-0.004612092,-0.005066434,-0.005223539,0.004753528,0.00334732,0.002375939,0.001688484,0.001483036,0.002053727,0.002880155,0.003514746,0.004097725,,,,,,,,
2.355,100,0.009581382,0.003283224,-0.000111382,-0.002036645,-0.003267171,-0.004294539,-0.004627961,-0.004807566,-0.005087697,0.004218489,0.003025905,0.002082409,0.001524524,0.001488481,0.001977747,0.002384141,0.002918267,0.003200736,,,,,,,,
2.357,100,0.011801855,0.004615934,0.000749092,-0.001693276,-0.003462618,-0.004808671,-0.005840908,-0.006710645,-0.007118013,0.006063168,0.004146209,0.002694002,0.001783085,0.001889602,0.002460058,0.003380883,0.004263913,0.004904486,,,,,,,,
2.359,100,0.013431632,0.005655184,0.001364132,-0.001660737,-0.003772316,-0.005321263,-0.006589947,-0.007297184,-0.007912711,0.004379898,0.003310009,0.002408369,0.001820387,0.001628975,0.001866674,0.002453212,0.003190008,0.003747774,,,,,,,,
2.361,100,0.011998197,0.004478724,0.000439118,-0.002124434,-0.00385075,-0.005005882,-0.005737592,-0.006308513,-0.006524697,0.005688745,0.003713366,0.002483267,0.00168001,0.001863725,0.002433201,0.003101669,0.003754617,0.004275114,,,,,,,,
2.363,100,0.012530184,0.004897158,0.000728474,-0.002008895,-0.003852184,-0.005118105,-0.006077053,-0.006718632,-0.007201921,0.005264151,0.003665889,0.002408213,0.001703491,0.001648238,0.002140142,0.002917175,0.003606117,0.0041368,,,,,,,,
2.365,100,0.010905671,0.004012908,0.000224618,-0.002157092,-0.003614329,-0.004474724,-0.005233671,-0.005723671,-0.005981434,0.00602709,0.003638217,0.002125327,0.001854701,0.002086947,0.0025418,0.003055713,0.003678671,0.00412315,,,,,,,,
2.367,100,0.008433237,0.002354421,-0.000444132,-0.002023211,-0.003035184,-0.003680579,-0.004021632,-0.004303868,-0.004356632,0.003809717,0.002592025,0.001783332,0.001240722,0.001402986,0.001820901,0.002201365,0.002431886,0.002836772,,,,,,,,
2.369,100,0.009610447,0.003209263,0.000175316,-0.001567974,-0.0030435,-0.004068368,-0.004733895,-0.005158763,-0.005330605,0.004506045,0.003117846,0.002087876,0.001452014,0.001417557,0.002175358,0.002595702,0.003036264,0.003374197,,,,,,,,
2.371,100,0.00959425,0.003364513,3.21E-05,-0.001999303,-0.003335487,-0.004014961,-0.004469697,-0.004952329,-0.005247724,0.004834846,0.002949141,0.001765892,0.001549559,0.001662768,0.002019858,0.002407232,0.002973474,0.003484056,,,,,,,,
2.373,100,0.011235145,0.003925934,4.12E-05,-0.002081566,-0.003323276,-0.004448013,-0.005274066,-0.005984987,-0.006149066,0.004999878,0.003461879,0.002361905,0.001604981,0.001369079,0.002156928,0.002826017,0.003333325,0.003727345,,,,,,,,
2.375,100,0.013581816,0.005376158,0.000583263,-0.002412658,-0.004438447,-0.005801342,-0.006500421,-0.006978053,-0.007025026,0.004593139,0.003293587,0.002360696,0.001646969,0.00182859,0.002182569,0.002520534,0.002899499,0.003438326,,,,,,,,
2.377,100,0.011278461,0.004030171,0.000312539,-0.002211408,-0.003776408,-0.004752461,-0.005373776,-0.005632066,-0.005907855,0.006037256,0.003888548,0.002605808,0.001838053,0.002003311,0.002515376,0.003389153,0.003669989,0.004039799,,,,,,,,
2.379,100,0.012476171,0.005124855,0.001111961,-0.001562776,-0.003585013,-0.005148039,-0.006267118,-0.007071592,-0.00755725,0.00472735,0.003456708,0.00229781,0.001587657,0.001602609,0.001998307,0.002810589,0.003544709,0.003911885,,,,,,,,
2.381,100,0.009811921,0.003417447,-2.11E-05,-0.001958342,-0.003316895,-0.004151105,-0.004838211,-0.005115053,-0.005350974,0.004425723,0.00296156,0.001946686,0.0014404,0.001509011,0.001825326,0.002518988,0.002879416,0.003185736,,,,,,,,
2.383,100,0.008336632,0.001727289,-0.001299289,-0.002656921,-0.003376395,-0.003736921,-0.003614947,-0.003577316,-0.003476789,0.003690155,0.002079958,0.001354929,0.001350878,0.001576597,0.00192864,0.001891897,0.002036571,0.002085619,,,,,,,,
2.385,100,0.014866842,0.00649,0.001546579,-0.001542237,-0.003999737,-0.006028289,-0.007520395,-0.008288026,-0.008807763,0.004339083,0.003060895,0.002264928,0.001737266,0.001698758,0.002072893,0.002590705,0.002975091,0.003465339,,,,,,,,
2.387,100,0.012672382,0.004770408,0.000614355,-0.002234987,-0.004093145,-0.005339592,-0.006060645,-0.006581697,-0.00689275,0.005396337,0.003708204,0.002427438,0.00161694,0.00203444,0.002730786,0.003071565,0.003365877,0.003943192,,,,,,,,
2.389,100,0.013667395,0.005401474,0.000917526,-0.002220237,-0.004260237,-0.005732079,-0.006639579,-0.007168,-0.007546684,0.004943554,0.003490786,0.002311964,0.001798346,0.001796447,0.002265539,0.002909935,0.003334388,0.003888603,,,,,,,,
2.391,100,0.014402842,0.005982842,0.001087053,-0.002227553,-0.004485711,-0.006020579,-0.007143079,-0.007740184,-0.008005316,0.004242886,0.003233219,0.002261361,0.001654355,0.001638869,0.001977584,0.002485377,0.003108844,0.003626903,,,,,,,,
2.393,100,0.012704513,0.004914118,0.000668329,-0.002067592,-0.003992197,-0.005414961,-0.006235882,-0.006676145,-0.006796276,0.003386125,0.002227603,0.001970504,0.001483513,0.001593229,0.001808321,0.002041181,0.002432694,0.002731666,,,,,,,,
2.395,100,0.010793987,0.003750434,-3.81E-05,-0.002257197,-0.003698776,-0.004697987,-0.005049697,-0.005417855,-0.005604829,0.00479608,0.003192634,0.001840251,0.001485812,0.001717135,0.002156712,0.00238945,0.002875329,0.003430917,,,,,,,,
2.397,100,0.013583487,0.005615592,0.001208487,-0.001917171,-0.003979145,-0.005423092,-0.006758224,-0.007534408,-0.007910197,0.004174007,0.003154841,0.002370526,0.001825289,0.001528959,0.002046377,0.002555206,0.002939458,0.003533442,,,,,,,,
2.399,100,0.012712855,0.004643645,0.000324961,-0.002336487,-0.003888197,-0.005193197,-0.006110961,-0.00672425,-0.006709513,0.00380167,0.002726512,0.002148344,0.00155592,0.001599481,0.001902842,0.002402076,0.002795223,0.003055442,,,,,,,,
2.401,100,0.01292275,0.005241303,0.000914855,-0.00193725,-0.003721066,-0.005055145,-0.006184618,-0.007069882,-0.007468697,0.005871099,0.004108522,0.003020912,0.001997591,0.001825133,0.002393726,0.003240521,0.004098798,0.004749732,,,,,,,,
2.403,100,0.009450461,0.00292625,-0.000399145,-0.002160461,-0.003391908,-0.004167961,-0.004531645,-0.004679671,-0.004710724,0.004641991,0.002882187,0.001635757,0.001335856,0.001640496,0.002032207,0.002505535,0.002631981,0.002946784,,,,,,,,
2.405,100,0.012867105,0.004838026,0.000541711,-0.002279211,-0.004025789,-0.005268816,-0.006141974,-0.006683289,-0.007013026,0.004836738,0.003458577,0.002657274,0.001982408,0.002003586,0.002226098,0.00278951,0.003417818,0.003836885,,,,,,,,
2.407,100,0.014544276,0.005988224,0.000981382,-0.002245461,-0.004389539,-0.006018092,-0.006990724,-0.007698618,-0.008070461,0.004088567,0.003055169,0.002409506,0.002043612,0.001824766,0.001920991,0.002463851,0.003054424,0.003500248,,,,,,,,
2.409,100,0.012808776,0.004696539,0.000281145,-0.002334645,-0.004042145,-0.005059382,-0.006096355,-0.006598197,-0.006984645,0.005034605,0.003713944,0.002514703,0.001951977,0.001860479,0.002277251,0.002924703,0.003491844,0.003910628,,,,,,,,
2.411,100,0.014030013,0.00525725,0.000485934,-0.002618539,-0.004505118,-0.005774987,-0.006725118,-0.007466303,-0.007719197,0.003812995,0.002786475,0.002306792,0.001881777,0.001830801,0.002076613,0.002307862,0.002908864,0.003481008,,,,,,,,
2.413,100,0.008965526,0.002452105,-0.000528158,-0.002191184,-0.003116184,-0.003937895,-0.004246579,-0.004457763,-0.004718421,0.004647554,0.002975935,0.002015452,0.001349111,0.001524747,0.00199216,0.002590413,0.003030566,0.003548904,,,,,,,,
2.415,100,0.013631803,0.005185487,0.000799566,-0.002081092,-0.004402934,-0.005654513,-0.006677276,-0.007253461,-0.007441224,0.005003038,0.003707464,0.002633389,0.001857571,0.001864248,0.002185074,0.002855248,0.003857681,0.004373833,,,,,,,,
2.417,100,0.013888776,0.005303382,0.000646671,-0.002266224,-0.004272145,-0.005936618,-0.006648329,-0.007228197,-0.007515697,0.004204483,0.002866041,0.002300745,0.001757883,0.001741792,0.001933291,0.002331207,0.002846628,0.003524779,,,,,,,,
2.419,100,0.009566079,0.002648711,-0.000648658,-0.002368789,-0.003445632,-0.004153921,-0.004363789,-0.004626684,-0.004762211,0.00416279,0.002530737,0.001725327,0.001373689,0.001522308,0.001873855,0.002169182,0.002397074,0.002865895,,,,,,,,
2.421,100,0.015388118,0.006310618,0.001304961,-0.002082408,-0.004680303,-0.006226882,-0.007510303,-0.008233329,-0.00895675,0.002812533,0.00286989,0.002459577,0.002067564,0.001622275,0.001611195,0.002031903,0.002722558,0.003471856,,,,,,,,
2.423,100,0.011207803,0.003930697,6.87E-05,-0.002124171,-0.003435355,-0.004512592,-0.005326408,-0.006106276,-0.006084039,0.004682981,0.003108516,0.002121794,0.001825086,0.00166033,0.001839821,0.002584486,0.003411055,0.003969523,,,,,,,,
2.425,100,0.012838579,0.004410158,-0.000193526,-0.002767737,-0.004196553,-0.005212868,-0.005941553,-0.006187211,-0.006402737,0.004635977,0.003295076,0.002412058,0.001977964,0.001997764,0.002115419,0.002537971,0.003134034,0.003805907,,,,,,,,
2.427,100,0.013144789,0.0046865,0.000240711,-0.002552842,-0.004388237,-0.005298632,-0.006086263,-0.006457711,-0.006926658,0.004160021,0.003164527,0.002217756,0.001720538,0.001742527,0.002062977,0.002565301,0.002897937,0.003235081,,,,,,,,
2.429,100,0.012723974,0.004658184,0.000345026,-0.002314974,-0.004004184,-0.005414842,-0.006095632,-0.006518132,-0.006704579,0.004827915,0.003175068,0.002199106,0.001885506,0.002003149,0.002256352,0.002740638,0.003180617,0.003611346,,,,,,,,
2.431,100,0.011734882,0.004357382,0.000568434,-0.002051961,-0.003751171,-0.005058803,-0.005843145,-0.006276829,-0.006507355,0.00481933,0.003212747,0.002148806,0.001436779,0.001574832,0.00223911,0.002675905,0.003142909,0.00361176,,,,,,,,
2.433,100,0.014987579,0.006066658,0.001128632,-0.002354526,-0.004799921,-0.006271237,-0.007127158,-0.007751237,-0.008040447,0.004202707,0.003020833,0.002254802,0.002186311,0.001836863,0.002032242,0.002325081,0.002944797,0.003636637,,,,,,,,
2.435,100,0.012573658,0.004846158,0.000593921,-0.002180289,-0.004127132,-0.005492526,-0.006068447,-0.006562263,-0.007006605,0.005431143,0.00366629,0.002414505,0.002038703,0.002024437,0.002375917,0.002960869,0.003545056,0.004102719,,,,,,,,
2.437,100,0.015135803,0.006261592,0.001419618,-0.001832092,-0.004249197,-0.006079592,-0.007544855,-0.008468408,-0.008857355,0.003972605,0.003362119,0.002514824,0.001894333,0.00157046,0.001808092,0.002508639,0.003268365,0.004004566,,,,,,,,
2.439,100,0.013846724,0.005320013,0.000713697,-0.002258276,-0.004189461,-0.005530908,-0.00670025,-0.007324066,-0.007453013,0.004707264,0.003321013,0.002272568,0.001778099,0.001752754,0.002064504,0.002555795,0.00328629,0.0036517,,,,,,,,
2.441,100,0.012785395,0.004811711,0.000632763,-0.001958289,-0.003832368,-0.005213684,-0.006056842,-0.006836711,-0.007455658,0.005287409,0.003534589,0.00236079,0.001688965,0.001734143,0.002388182,0.003023548,0.003638573,0.004007133,,,,,,,,
2.443,100,0.012693842,0.004389237,0.000176211,-0.002436947,-0.004129316,-0.005286421,-0.006072474,-0.006311158,-0.006667868,0.004395666,0.00336378,0.002419343,0.001978665,0.001818405,0.002073636,0.002543257,0.003084364,0.003629258,,,,,,,,
2.445,100,0.0114405,0.004037868,0.000298789,-0.001894105,-0.003337526,-0.004575158,-0.005562526,-0.006191342,-0.006674368,0.004052705,0.002969454,0.002074905,0.001661076,0.001393321,0.001985513,0.002419638,0.002946457,0.003361847,,,,,,,,
2.447,100,0.012115368,0.004288921,0.000483132,-0.001966868,-0.003651211,-0.004986605,-0.006027526,-0.006593579,-0.006986474,0.00448983,0.003436356,0.002148873,0.001383134,0.001409328,0.001883292,0.002557201,0.003254035,0.00389568,,,,,,,,
2.449,100,0.014754474,0.005774079,0.000853289,-0.002188421,-0.004378816,-0.006014079,-0.007095263,-0.007789474,-0.008453421,0.003386607,0.002663091,0.002167701,0.001740907,0.001635977,0.001952924,0.002265935,0.002538144,0.002983852,,,,,,,,
2.451,100,0.016393684,0.007133026,0.001724737,-0.002220658,-0.004776447,-0.006584474,-0.008079079,-0.008889342,-0.009373684,0.003917888,0.003208781,0.002415996,0.001923972,0.002058812,0.00207269,0.002556738,0.002810303,0.003464637,,,,,,,,
2.453,100,0.012158066,0.003881618,-0.000205224,-0.002721803,-0.004226803,-0.00518575,-0.005530882,-0.005727592,-0.006008645,0.004686555,0.003039457,0.002056648,0.001548285,0.001705184,0.002132817,0.002497954,0.002894672,0.003088867,,,,,,,,
2.455,100,0.016377816,0.006706368,0.001385316,-0.002019026,-0.004506263,-0.006485737,-0.007870474,-0.008971263,-0.009547447,0.00261339,0.002561567,0.002183395,0.00184614,0.001578104,0.001590935,0.00165418,0.002207562,0.002938247,,,,,,,,
2.457,100,0.014130289,0.005547658,0.000961342,-0.002218132,-0.004418658,-0.0058855,-0.006913132,-0.007509579,-0.007817605,0.003617819,0.00299168,0.002271507,0.001775477,0.001766796,0.001985091,0.002401363,0.002813924,0.003338527,,,,,,,,
2.459,100,0.015073526,0.006396421,0.001363526,-0.001905421,-0.004328184,-0.006216211,-0.007427395,-0.008263842,-0.008685158,0.003143754,0.002860753,0.002340217,0.001828566,0.001672774,0.001727015,0.002139572,0.002743956,0.003336811,,,,,,,,
2.461,100,0.015197618,0.006192224,0.001082882,-0.002181592,-0.004553039,-0.006125145,-0.007362118,-0.008020671,-0.008730803,0.003908843,0.003260775,0.002508688,0.001864925,0.001692121,0.002114261,0.002423578,0.003091351,0.003661739,,,,,,,,
2.463,100,0.013166579,0.005092105,0.000758684,-0.002224605,-0.004096053,-0.005427632,-0.006289079,-0.007168289,-0.007557632,0.004826561,0.003238641,0.002233284,0.001821721,0.001835072,0.002173472,0.002675774,0.003137428,0.003739494,,,,,,,,
2.465,100,0.012270579,0.004106368,-0.000106921,-0.002411658,-0.004059947,-0.004977842,-0.005673632,-0.006337842,-0.006337447,0.003856282,0.002808911,0.002335397,0.001700114,0.001628328,0.001865971,0.002274857,0.00301678,0.003463289,,,,,,,,
2.467,100,0.013932355,0.005263145,0.000415118,-0.002581066,-0.004455276,-0.005784618,-0.006420539,-0.007014618,-0.007336197,0.003111337,0.002554111,0.002353911,0.001915049,0.001809429,0.001766513,0.002011517,0.002497756,0.00293453,,,,,,,,
2.469,100,0.012457684,0.004137553,-0.000209947,-0.002638632,-0.004390342,-0.005285868,-0.005782316,-0.006297579,-0.006312579,0.004175385,0.002971899,0.002171722,0.001648296,0.001675359,0.002047414,0.002397651,0.002559929,0.002964341,,,,,,,,
2.479,100,0.016078487,0.006704145,0.001230987,-0.002350066,-0.004707434,-0.006511118,-0.007644013,-0.008571513,-0.009143355,0.003171858,0.002724375,0.002580603,0.002016481,0.00168195,0.001721857,0.002187934,0.002872059,0.003456448,,,,,,,,
2.489,100,0.013274342,0.005038421,0.000751447,-0.001900132,-0.003962763,-0.005539474,-0.006433026,-0.007430526,-0.007919868,0.003929448,0.003218048,0.002358918,0.001838937,0.001499811,0.001984984,0.002598767,0.003049003,0.003413992,,,,,,,,
2.499,100,0.015000618,0.006151539,0.000671803,-0.002623066,-0.004625039,-0.006075171,-0.007156224,-0.007910829,-0.008154118,0.004077689,0.003190836,0.002507059,0.002068677,0.001903871,0.001958417,0.002388574,0.003046775,0.003703385,,,,,,,,
2.509,100,0.013020447,0.004609526,0.000189921,-0.002473895,-0.004120211,-0.005408105,-0.006128632,-0.006589289,-0.007135211,0.005007698,0.003498372,0.002385427,0.001670977,0.00186675,0.002388625,0.002732611,0.00325385,0.003579106,,,,,,,,
2.519,100,0.015108408,0.005940908,0.001011566,-0.002404882,-0.004595145,-0.006415013,-0.007403303,-0.007920803,-0.008263434,0.004029449,0.003147339,0.002390813,0.001783595,0.001727882,0.002081374,0.00252686,0.003080679,0.003560987,,,,,,,,
2.529,100,0.014869829,0.005792066,0.000768382,-0.002498855,-0.004626224,-0.006260303,-0.007115697,-0.007633066,-0.008108197,0.003844824,0.003120221,0.002483628,0.002056635,0.001688044,0.001869305,0.002463263,0.003134154,0.003581582,,,,,,,,
2.539,100,0.013873697,0.004800671,0.000105934,-0.002882092,-0.004301566,-0.005571566,-0.006502487,-0.007167355,-0.007383013,0.003521729,0.002916891,0.002520674,0.002279242,0.001947247,0.001797797,0.002323841,0.002921621,0.003614982,,,,,,,,
2.549,100,0.013776263,0.004701263,0.000178895,-0.002579526,-0.004705974,-0.006004263,-0.006610447,-0.0069565,-0.007149263,0.003238836,0.002463465,0.00219873,0.001839647,0.001652574,0.001843317,0.002222437,0.00270191,0.002793471,,,,,,,,
2.559,100,0.014811184,0.005466316,0.000511053,-0.002667632,-0.004778421,-0.006264079,-0.007144868,-0.007532105,-0.008065658,0.003520302,0.002921213,0.002326215,0.002113792,0.001910146,0.001813943,0.002068225,0.002594942,0.003394463,,,,,,,,
2.569,100,0.015161355,0.005446355,0.000147671,-0.002825092,-0.004618513,-0.006053776,-0.007008382,-0.007700882,-0.008317724,0.003144927,0.002688613,0.002304099,0.001740839,0.001593326,0.001715249,0.002181585,0.002612865,0.003205641,,,,,,,,
2.579,100,0.014356763,0.004874132,1.87E-05,-0.002962974,-0.004614947,-0.006077711,-0.006697447,-0.006986526,-0.007327316,0.002987014,0.002649402,0.002237936,0.001906539,0.001748452,0.001885617,0.002007693,0.002716657,0.003148099,,,,,,,,
2.589,100,0.015035711,0.005125316,-0.000101,-0.003107184,-0.005231921,-0.006340079,-0.007121658,-0.007522711,-0.007675342,0.002894031,0.002497067,0.002507002,0.001946493,0.001909679,0.001688585,0.002024438,0.002452629,0.003144216,,,,,,,,
2.599,100,0.015155513,0.005263408,-3.74E-05,-0.003298566,-0.005187513,-0.006396197,-0.007173039,-0.007512118,-0.007748303,0.002716877,0.002608033,0.002420739,0.00204272,0.00181473,0.001837397,0.002022976,0.00263367,0.003147912,,,,,,,,
2.609,100,0.014521526,0.004940605,0.0002335,-0.002820711,-0.004877816,-0.006051368,-0.006872421,-0.007348474,-0.007783474,0.002699436,0.00231344,0.00214954,0.002119562,0.00182374,0.001681503,0.001877847,0.002503716,0.003088188,,,,,,,,
2.619,100,0.014765671,0.005136329,0.000341987,-0.002557487,-0.004768145,-0.006064987,-0.007083408,-0.007641961,-0.008172224,0.003004477,0.0028327,0.002357552,0.001740014,0.00187095,0.001721803,0.002118295,0.002598491,0.002899758,,,,,,,,
2.629,100,0.014793553,0.004905,-0.000163421,-0.003060526,-0.004709342,-0.006054868,-0.006967368,-0.007592632,-0.007894211,0.002463611,0.002358423,0.002419041,0.002026553,0.001538419,0.001725924,0.001991975,0.002486629,0.002965299,,,,,,,,
2.639,100,0.014209118,0.004195961,-0.000669829,-0.003356013,-0.004888118,-0.005895882,-0.006438908,-0.006835882,-0.007319171,0.002478923,0.002217566,0.001976228,0.00183008,0.001564855,0.001661993,0.001766369,0.002383253,0.002724803,,,,,,,,
2.649,100,0.014327539,0.004645434,-0.00032575,-0.003246539,-0.004987461,-0.006101934,-0.00651325,-0.007109697,-0.007234697,0.003030581,0.002515491,0.002193674,0.001791263,0.001890263,0.001799424,0.002033263,0.002462077,0.002936666,,,,,,,,
2.659,100,0.014703158,0.00471,-0.000259342,-0.003371974,-0.005103158,-0.006236447,-0.006673947,-0.007216842,-0.007514737,0.002561395,0.002335702,0.002182537,0.001801714,0.00156463,0.001926517,0.001798117,0.0021835,0.002736134,,,,,,,,
2.669,100,0.014196053,0.004444079,-0.000558816,-0.003029605,-0.004698158,-0.005838026,-0.006569079,-0.007059079,-0.007431447,0.002610405,0.002112912,0.002060544,0.001788499,0.00165569,0.00167488,0.001857405,0.002195823,0.002824776,,,,,,,,
2.679,100,0.014399855,0.004508671,-0.000627513,-0.003780539,-0.005421461,-0.006194618,-0.006587382,-0.006652908,-0.006865013,0.002774713,0.002453974,0.002035918,0.001996518,0.001810436,0.001608312,0.002025065,0.002229243,0.00298956,,,,,,,,
2.689,100,0.013779711,0.003952474,-0.000753184,-0.003527789,-0.005255026,-0.006044895,-0.006325684,-0.006417263,-0.006505158,0.002980698,0.002351055,0.001759909,0.001657122,0.001709996,0.001807803,0.001836812,0.002061977,0.002771171,,,,,,,,
2.699,100,0.014448618,0.004726776,-0.000210066,-0.003232434,-0.005079013,-0.006169276,-0.006906513,-0.007319671,-0.007446908,0.002176564,0.002567932,0.002150653,0.001944089,0.001896285,0.001719148,0.00159723,0.002209387,0.002845938,,,,,,,,
2.709,100,0.014951224,0.004860434,-0.000246539,-0.003406934,-0.005158513,-0.006609303,-0.006764039,-0.007470224,-0.007536276,0.002415087,0.002228147,0.002298561,0.002132671,0.001951383,0.001877421,0.001883171,0.002302489,0.002951631,,,,,,,,
2.719,100,0.014114658,0.004305447,-0.000567447,-0.003527053,-0.005176526,-0.005965211,-0.006590079,-0.006929684,-0.007180079,0.002788348,0.002880202,0.002346946,0.001772821,0.001839133,0.001637316,0.00197714,0.002325192,0.003146951,,,,,,,,
2.729,100,0.013628526,0.003951421,-0.000696211,-0.003484895,-0.004881474,-0.006006737,-0.006407,-0.006730684,-0.006713579,0.002777954,0.002479725,0.002011735,0.001848722,0.001724065,0.001688414,0.001790857,0.002227259,0.002617497,,,,,,,,
2.739,100,0.014270684,0.004242132,-0.000615237,-0.003289711,-0.005066553,-0.006046553,-0.006739316,-0.007159447,-0.007360237,0.002430076,0.002505792,0.002141335,0.002019848,0.001595826,0.001784551,0.00206208,0.00237341,0.002978814,,,,,,,,
2.749,100,0.014086224,0.003571882,-0.001368776,-0.003922461,-0.005306539,-0.006202329,-0.006494961,-0.006417197,-0.006238776,0.002283968,0.002221044,0.00210032,0.001917603,0.001971544,0.00178301,0.001952019,0.002211361,0.002718987,,,,,,,,
2.759,100,0.013790434,0.004114908,-0.000572592,-0.003200882,-0.004739039,-0.005988776,-0.006914039,-0.007165355,-0.006686276,0.002618713,0.002445208,0.002271531,0.001981018,0.001998108,0.001780052,0.001856763,0.00252667,0.002900274,,,,,,,,
2.769,100,0.013646987,0.003821197,-0.000728145,-0.003249724,-0.004593934,-0.005737882,-0.00646525,-0.006890908,-0.006828803,0.002524641,0.002564075,0.002229171,0.001714586,0.001620738,0.001671267,0.001994917,0.002168325,0.002457129,,,,,,,,
2.779,100,0.013468184,0.003326474,-0.001327079,-0.003948526,-0.005322868,-0.005856684,-0.006111421,-0.006261289,-0.0059905,0.002207046,0.002020585,0.002078718,0.001892727,0.001928567,0.00166938,0.001739075,0.001954365,0.002736607,,,,,,,,
2.789,100,0.014025961,0.00403425,-0.001138513,-0.003643382,-0.005120882,-0.005971013,-0.006234829,-0.006632987,-0.00705325,0.00230008,0.002359698,0.002499232,0.002148718,0.001948787,0.001781857,0.001989847,0.002453575,0.00305109,,,,,,,,
2.799,100,0.013966539,0.003620487,-0.001040829,-0.003444776,-0.004880697,-0.005763461,-0.006400039,-0.006985566,-0.007051355,0.002533413,0.002525267,0.002152953,0.002006722,0.001494217,0.001606177,0.001985796,0.002347551,0.002716794,,,,,,,,
2.809,100,0.014500382,0.004280382,-0.000738039,-0.003445671,-0.005059618,-0.005975145,-0.006863829,-0.007266197,-0.007317118,0.002056498,0.002302749,0.002117952,0.00187578,0.001820388,0.001745044,0.001786739,0.002178068,0.002790905,,,,,,,,
2.819,100,0.013566776,0.003297171,-0.001393882,-0.004177961,-0.005275724,-0.006045329,-0.006332303,-0.006020724,-0.006209276,0.002145659,0.002253448,0.002184639,0.002070558,0.001815828,0.0016344,0.001957102,0.002325153,0.002442309,,,,,,,,
2.829,100,0.013435224,0.003183645,-0.001836487,-0.003967013,-0.005210171,-0.005906487,-0.006065961,-0.005945961,-0.006063197,0.002110869,0.0020575,0.00197431,0.001985909,0.001683801,0.001755433,0.001831422,0.001957627,0.002481542,,,,,,,,
2.839,100,0.013580829,0.003300434,-0.001234434,-0.003455487,-0.004879961,-0.005900882,-0.006150618,-0.006296145,-0.006888118,0.0024891,0.002200031,0.002367644,0.002148975,0.001798406,0.001480124,0.001993696,0.002420969,0.002815367,,,,,,,,
2.849,100,0.013223711,0.003146211,-0.001435368,-0.003692868,-0.004835368,-0.005750632,-0.005902211,-0.006136684,-0.006540105,0.002674267,0.002546409,0.002228427,0.001977736,0.001639609,0.001810811,0.002096848,0.002219079,0.002769207,,,,,,,,
2.859,100,0.013610671,0.003315145,-0.001381829,-0.003514461,-0.004839987,-0.005462355,-0.00612775,-0.006590513,-0.007058803,0.002440608,0.002351625,0.002318608,0.002074819,0.00178437,0.001886831,0.002188312,0.002553574,0.002877708,,,,,,,,
2.869,100,0.013467934,0.003177539,-0.001584566,-0.004117461,-0.005348908,-0.005991934,-0.005962461,-0.006072066,-0.006094829,0.002562892,0.002165647,0.001900561,0.001880107,0.001922576,0.001648741,0.001798007,0.002001507,0.002425112,,,,,,,,
2.879,100,0.014106487,0.003716487,-0.001089961,-0.003412461,-0.004865224,-0.005688382,-0.006389171,-0.006879829,-0.007141803,0.002408692,0.002774417,0.002338342,0.002025587,0.001705721,0.001690869,0.001996824,0.002463275,0.002647274,,,,,,,,
2.889,100,0.013677632,0.003553947,-0.001060526,-0.003663684,-0.005238553,-0.006076579,-0.006398684,-0.006462763,-0.006777632,0.002283727,0.002362339,0.002085599,0.00179086,0.001524741,0.001787625,0.001813464,0.00225684,0.002653678,,,,,,,,
2.899,100,0.013900079,0.003526921,-0.001142289,-0.003687289,-0.0050315,-0.005983737,-0.006477947,-0.006578868,-0.006957289,0.00236817,0.002385091,0.002266013,0.002102981,0.001952112,0.00175494,0.001748212,0.002413029,0.003000932,,,,,,,,
2.909,100,0.013109079,0.002895789,-0.001573158,-0.003670658,-0.004976447,-0.005671053,-0.006241053,-0.006420526,-0.006261579,0.002211603,0.002237145,0.002081163,0.002097062,0.002015963,0.001890386,0.001840552,0.002087835,0.002672468,,,,,,,,
2.919,100,0.012949671,0.003259013,-0.001449671,-0.003611908,-0.004650329,-0.005838618,-0.006030724,-0.006370855,-0.006319671,0.002271083,0.002215189,0.002204276,0.002032292,0.002000652,0.001851057,0.001997826,0.002200893,0.002496902,,,,,,,,
