0.1625,-1.368,0.136
0.16251,-1.384,0.184
0.16252,-1.384,0.2
0.16253,-1.36,0.184
0.16254,-1.304,0.16
0.16255,-1.392,0.224
0.16256,-1.344,0.112
0.16257,-1.376,0.128
0.16258,-1.384,0.184
0.16259,-1.304,0.176
0.1626,-1.328,0.192
0.16261,-1.328,0.176
0.16262,-1.44,0.096
0.16263,-1.36,0.208
0.16264,-1.312,0.16
0.16265,-1.384,0.176
0.16266,-1.4,0.152
0.16267,-1.344,0.168
0.16268,-1.376,0.168
0.16269,-1.384,0.192
0.1627,-1.344,0.144
0.16271,-1.376,0.192
0.16272,-1.32,0.136
0.16273,-1.4,0.184
0.16274,-1.376,0.2
0.16275,-1.368,0.184
0.16276,-1.336,0.16
0.16277,-1.336,0.168
0.16278,-1.352,0.176
0.16279,-1.352,0.176
0.1628,-1.392,0.216
0.16281,-1.352,0.176
0.16282,-1.336,0.16
0.16283,-1.352,0.176
0.16284,-1.352,0.152
0.16285,-1.36,0.128
0.16286,-1.376,0.152
0.16287,-1.376,0.208
0.16288,-1.392,0.136
0.16289,-1.312,0.232
0.1629,-1.36,0.144
0.16291,-1.328,0.2
0.16292,-1.4,0.16
0.16293,-1.368,0.152
0.16294,-1.36,0.16
0.16295,-1.344,0.2
0.16296,-1.376,0.176
0.16297,-1.336,0.224
0.16298,-1.384,0.176
0.16299,-1.392,0.16
0.163,-1.392,0.168
0.16301,-1.36,0.184
0.16302,-1.36,0.144
0.16303,-1.368,0.176
0.16304,-1.384,0.176
0.16305,-1.36,0.128
0.16306,-1.304,0.176
0.16307,-1.376,0.176
0.16308,-1.312,0.216
0.16309,-1.368,0.128
0.1631,-1.384,0.176
0.16311,-1.328,0.152
0.16312,-1.392,0.168
0.16313,-1.352,0.2
0.16314,-1.352,0.216
0.16315,-1.352,0.152
0.16316,-1.376,0.208
0.16317,-1.352,0.216
0.16318,-1.36,0.16
0.16319,-1.336,0.176
0.1632,-1.36,0.16
0.16321,-1.36,0.184
0.16322,-1.384,0.208
0.16323,-1.36,0.2
0.16324,-1.344,0.208
0.16325,-1.384,0.168
0.16326,-1.432,0.184
0.16327,-1.392,0.192
0.16328,-1.352,0.192
0.16329,-1.368,0.144
0.1633,-1.376,0.16
0.16331,-1.344,0.2
0.16332,-1.336,0.184
0.16333,-1.368,0.144
0.16334,-1.376,0.224
0.16335,-1.384,0.192
0.16336,-1.352,0.136
0.16337,-1.424,0.16
0.16338,-1.352,0.256
0.16339,-1.392,0.184
0.1634,-1.328,0.192
0.16341,-1.36,0.184
0.16342,-1.392,0.184
0.16343,-1.384,0.2
0.16344,-1.36,0.176
0.16345,-1.288,0.176
0.16346,-1.32,0.224
0.16347,-1.368,0.2
0.16348,-1.368,0.16
0.16349,-1.312,0.184
0.1635,-1.368,0.192
0.16351,-1.384,0.152
0.16352,-1.336,0.152
0.16353,-1.352,0.176
0.16354,-1.36,0.2
0.16355,-1.384,0.136
0.16356,-1.344,0.136
0.16357,-1.408,0.168
0.16358,-1.336,0.152
0.16359,-1.424,0.168
0.1636,-1.4,0.2
0.16361,-1.368,0.176
0.16362,-1.352,0.2
0.16363,-1.376,0.144
0.16364,-1.32,0.16
0.16365,-1.36,0.16
0.16366,-1.384,0.176
0.16367,-1.352,0.176
0.16368,-1.352,0.2
0.16369,-1.44,0.192
0.1637,-1.352,0.176
0.16371,-1.408,0.184
0.16372,-1.392,0.16
0.16373,-1.368,0.176
0.16374,-1.376,0.16
0.16375,-1.352,0.168
0.16376,-1.392,0.2
0.16377,-1.296,0.12
0.16378,-1.384,0.152
0.16379,-1.336,0.216
0.1638,-1.36,0.24
0.16381,-1.328,0.216
0.16382,-1.384,0.128
0.16383,-1.344,0.176
0.16384,-1.352,0.184
0.16385,-1.416,0.184
0.16386,-1.352,0.168
0.16387,-1.304,0.184
0.16388,-1.352,0.176
0.16389,-1.36,0.152
0.1639,-1.432,0.208
0.16391,-1.384,0.2
0.16392,-1.32,0.216
0.16393,-1.392,0.216
0.16394,-1.352,0.144
0.16395,-1.36,0.168
0.16396,-1.368,0.192
0.16397,-1.368,0.168
0.16398,-1.4,0.168
0.16399,-1.344,0.136
0.164,-1.384,0.192
0.16401,-1.336,0.232
0.16402,-1.36,0.168
0.16403,-1.336,0.176
0.16404,-1.344,0.2
0.16405,-1.328,0.168
0.16406,-1.376,0.184
0.16407,-1.336,0.208
0.16408,-1.376,0.136
0.16409,-1.384,0.16
0.1641,-1.4,0.096
0.16411,-1.36,0.216
0.16412,-1.336,0.152
0.16413,-1.384,0.176
0.16414,-1.4,0.24
0.16415,-1.36,0.192
0.16416,-1.336,0.176
0.16417,-1.408,0.184
0.16418,-1.344,0.144
0.16419,-1.384,0.176
0.1642,-1.344,0.176
0.16421,-1.376,0.216
0.16422,-1.352,0.2
0.16423,-1.384,0.2
0.16424,-1.36,0.184
0.16425,-1.4,0.16
0.16426,-1.36,0.176
0.16427,-1.344,0.208
0.16428,-1.352,0.144
0.16429,-1.36,0.152
0.1643,-1.336,0.16
0.16431,-1.4,0.176
0.16432,-1.368,0.208
0.16433,-1.392,0.16
0.16434,-1.36,0.224
0.16435,-1.336,0.2
0.16436,-1.352,0.176
0.16437,-1.4,0.168
0.16438,-1.384,0.176
0.16439,-1.352,0.184
0.1644,-1.416,0.152
0.16441,-1.36,0.184
0.16442,-1.368,0.168
0.16443,-1.376,0.184
0.16444,-1.36,0.184
0.16445,-1.376,0.208
0.16446,-1.376,0.192
