0.0005,1.0012e-05,0.026683,2.3735e-05
0.00049606,9.9339e-06,0.026539,2.4981e-05
0.00049213,9.8552e-06,0.02635,2.6332e-05
0.00048819,9.7766e-06,0.02614,2.0176e-05
0.00048425,9.6979e-06,0.025942,1.7797e-05
0.00048031,9.6193e-06,0.025742,1.4838e-05
0.00047638,9.5407e-06,0.025536,2.2655e-05
0.00047244,9.462e-06,0.025326,2.6456e-05
0.0004685,9.3834e-06,0.025096,2.3222e-05
0.00046457,9.3048e-06,0.024892,2.6204e-05
0.00046063,9.2262e-06,0.024677,2.1342e-05
0.00045669,9.1475e-06,0.024476,1.5357e-05
0.00045276,9.0689e-06,0.024272,1.8823e-05
0.00044882,8.9903e-06,0.024046,2.3735e-05
0.00044488,8.9117e-06,0.023842,1.7241e-05
0.00044094,8.8331e-06,0.023647,1.8039e-05
0.00043701,8.7544e-06,0.023445,1.6204e-05
0.00043307,8.6758e-06,0.023235,2.5306e-05
0.00042913,8.5972e-06,0.023023,2.4612e-05
0.0004252,8.5186e-06,0.022816,1.6651e-05
0.00042126,8.44e-06,0.022616,1.3041e-05
0.00041732,8.3614e-06,0.022409,2.3972e-05
0.00041339,8.2828e-06,0.022189,2.2946e-05
0.00040945,8.2042e-06,0.021983,1.5636e-05
0.00040551,8.1256e-06,0.021745,1.9747e-05
0.00040157,8.047e-06,0.021543,1.4012e-05
0.00039764,7.9685e-06,0.021342,1.8823e-05
0.0003937,7.8899e-06,0.021122,2.5717e-05
0.00038976,7.8113e-06,0.020911,1.8225e-05
0.00038583,7.7327e-06,0.020711,1.3874e-05
0.00038189,7.6541e-06,0.020508,2.203e-05
0.00037795,7.5756e-06,0.020298,2.6492e-05
0.00037402,7.497e-06,0.020089,2.2655e-05
0.00037008,7.4184e-06,0.019883,1.4012e-05
0.00036614,7.3399e-06,0.019677,2.3694e-05
0.0003622,7.2613e-06,0.01947,2.6424e-05
0.00035827,7.1828e-06,0.01925,1.5513e-05
0.00035433,7.1042e-06,0.019048,1.9103e-05
0.00035039,7.0257e-06,0.018833,2.6497e-05
0.00034646,6.9472e-06,0.018624,2.3694e-05
0.00034252,6.8686e-06,0.018386,2.5454e-05
0.00033858,6.7901e-06,0.018175,1.5606e-05
0.00033465,6.7116e-06,0.017975,1.6651e-05
0.00033071,6.633e-06,0.017758,2.6478e-05
