N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
10,1.2,3,0.01,0.1,10000,100,0,1,0,4,FALSE,FALSE,data,FALSE,,1,TRUE,10,FALSE,FALSE,10000,10000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,E_mean,E_std,M_mean,M_std,,,,,,,,,,,,,,,,,,
1.2,10000,-1.987767995,0.033773048,-0.996860002,0.008794337,0.000779781,7.85E-05,6.39E-05,7.24E-06,,,,,,,,,,,,,,
1.21,10000,-1.988603995,0.031524781,0.996998002,0.008744595,0.000676494,5.39E-05,6.32E-05,1.15E-05,,,,,,,,,,,,,,
1.22,10000,-1.987615995,0.031998707,0.996782002,0.008546603,0.000686984,4.69E-05,5.82E-05,6.35E-06,,,,,,,,,,,,,,
1.23,10000,-1.987423995,0.033085418,0.996772002,0.008661406,0.000725367,8.64E-05,6.11E-05,1.05E-05,,,,,,,,,,,,,,
1.24,10000,-1.986867995,0.033844811,-0.996568002,0.009233705,0.000753998,9.09E-05,6.82E-05,7.06E-06,,,,,,,,,,,,,,
1.25,10000,-1.986203995,0.03455649,-0.996254002,0.010245362,0.000754718,5.85E-05,8.26E-05,1.61E-05,,,,,,,,,,,,,,
1.26,10000,-1.981751994,0.041953918,0.995150002,0.01191459,0.00110698,0.000127918,0.000107584,1.90E-05,,,,,,,,,,,,,,
1.27,10000,-1.986591994,0.033942102,0.996548002,0.009029044,0.000711912,5.70E-05,6.34E-05,1.26E-05,,,,,,,,,,,,,,
1.28,10000,-1.983243994,0.039249423,0.995668002,0.010343777,0.000939604,7.66E-05,8.36E-05,1.02E-05,,,,,,,,,,,,,,
1.29,10000,-1.981507993,0.038855202,0.995116003,0.010751115,0.000890511,8.69E-05,8.78E-05,1.00E-05,,,,,,,,,,,,,,
1.3,10000,-1.982347993,0.038060054,-0.995402003,0.010187165,0.00085582,6.40E-05,8.09E-05,4.25E-06,,,,,,,,,,,,,,
1.31,10000,-1.980087993,0.041684446,-0.994702003,0.01167438,0.000997255,9.72E-05,0.000104698,7.91E-06,,,,,,,,,,,,,,
1.32,10000,-1.977823993,0.042866138,0.994202003,0.0115941,0.001065203,0.000124811,0.000102659,1.42E-05,,,,,,,,,,,,,,
1.33,10000,-1.978643993,0.044815199,0.994496003,0.011930882,0.001156985,0.000150014,0.000108123,2.09E-05,,,,,,,,,,,,,,
1.34,10000,-1.976227992,0.044812642,-0.993732003,0.012626643,0.001104669,7.12E-05,0.000119967,2.38E-05,,,,,,,,,,,,,,
1.35,10000,-1.975391992,0.045221755,-0.993514003,0.012447159,0.001130051,8.52E-05,0.000113691,5.81E-06,,,,,,,,,,,,,,
1.36,10000,-1.968611991,0.052938401,-0.991458003,0.015410198,0.001526138,0.000109366,0.00017309,1.11E-05,,,,,,,,,,,,,,
1.37,10000,-1.971587992,0.052422505,0.992312003,0.015781465,0.001479598,0.000128013,0.000178364,3.74E-05,,,,,,,,,,,,,,
1.38,10000,-1.96753199,0.052548548,-0.991258003,0.014975226,0.00144438,0.000104285,0.000162731,1.36E-05,,,,,,,,,,,,,,
1.39,10000,-1.965527991,0.054389723,-0.990764003,0.015298899,0.001508508,0.000108892,0.000166948,1.01E-05,,,,,,,,,,,,,,
1.4,10000,-1.966119991,0.053581959,0.990736003,0.015608277,0.001474762,0.000118156,0.000174658,1.57E-05,,,,,,,,,,,,,,
1.41,10000,-1.96484799,0.055832765,-0.990722003,0.015480268,0.001575693,0.000138547,0.000167224,1.25E-05,,,,,,,,,,,,,,
1.42,10000,-1.961831991,0.059883925,-0.989636003,0.017395043,0.001791538,6.39E-05,0.000213799,1.70E-05,,,,,,,,,,,,,,
1.43,10000,-1.958291989,0.056879903,-0.988766003,0.01628979,0.001598335,8.30E-05,0.000184819,1.30E-05,,,,,,,,,,,,,,
1.44,10000,-1.95653599,0.060922256,0.988162003,0.017881325,0.001782482,9.48E-05,0.000224299,2.49E-05,,,,,,,,,,,,,,
1.45,10000,-1.960375989,0.057250496,-0.989448004,0.01609768,0.001538989,8.80E-05,0.000178188,1.26E-05,,,,,,,,,,,,,,
1.46,10000,-1.95846799,0.062908614,-0.988710003,0.018071412,0.001860542,0.000113775,0.000223193,1.78E-05,,,,,,,,,,,,,,
1.47,10000,-1.95609999,0.064938052,-0.987922003,0.019057858,0.001951427,0.000103802,0.000246667,1.79E-05,,,,,,,,,,,,,,
1.48,10000,-1.94971599,0.069455021,-0.985532003,0.02418175,0.002194807,0.000224297,0.000379168,7.26E-05,,,,,,,,,,,,,,
1.49,10000,-1.95707599,0.061682501,-0.988358003,0.017765806,0.001693869,4.72E-05,0.000212001,9.24E-06,,,,,,,,,,,,,,
1.5,10000,-1.94994799,0.070046255,0.986166003,0.021022381,0.002178647,0.000111812,0.000299605,2.80E-05,,,,,,,,,,,,,,
1.51,10000,-1.95258399,0.067328772,-0.986990003,0.019955449,0.001967621,0.000126888,0.000264121,1.78E-05,,,,,,,,,,,,,,
1.52,10000,-1.949383989,0.066577632,0.986084003,0.020022612,0.001917125,0.000126823,0.000264318,2.85E-05,,,,,,,,,,,,,,
1.53,10000,-1.946515989,0.069626017,0.985200003,0.020794232,0.002086892,0.000111226,0.000278847,3.18E-05,,,,,,,,,,,,,,
1.54,10000,-1.946907988,0.068520071,-0.985522003,0.020074551,0.001989879,0.000107518,0.000259986,2.59E-05,,,,,,,,,,,,,,
1.55,10000,-1.939699989,0.073651547,0.983410003,0.021585458,0.002251232,0.000110662,0.000298747,1.14E-05,,,,,,,,,,,,,,
1.56,10000,-1.938503989,0.075355175,0.982910003,0.0224956,0.002296202,0.000174819,0.000324907,2.36E-05,,,,,,,,,,,,,,
1.57,10000,-1.935847989,0.078011546,-0.981892003,0.024118467,0.002488468,0.000123679,0.000370327,2.94E-05,,,,,,,,,,,,,,
1.58,10000,-1.931543989,0.077326427,-0.980720002,0.02393077,0.002382823,0.000129014,0.000364474,3.75E-05,,,,,,,,,,,,,,
1.59,10000,-1.928859989,0.07831054,-0.979934002,0.023928974,0.002419214,9.94E-05,0.000357892,1.83E-05,,,,,,,,,,,,,,
1.6,10000,-1.929855989,0.082906088,-0.980496002,0.024660781,0.00267586,0.00016769,0.000382977,2.08E-05,,,,,,,,,,,,,,
1.61,10000,-1.926047988,0.086225181,-0.978770002,0.031086448,0.00288126,0.000189532,0.000599337,0.000144651,,,,,,,,,,,,,,
1.62,10000,-1.925563989,0.084077596,0.978784002,0.027209584,0.002684141,0.000134502,0.000450176,2.72E-05,,,,,,,,,,,,,,
1.63,10000,-1.920867988,0.085790715,-0.977746002,0.026621789,0.002768104,0.000129731,0.000433364,3.91E-05,,,,,,,,,,,,,,
1.64,10000,-1.920323988,0.088183757,0.977350002,0.028205987,0.002907944,0.000185605,0.000484934,3.72E-05,,,,,,,,,,,,,,
1.65,10000,-1.907619989,0.104412334,0.972570002,0.037546176,0.004037016,0.000293465,0.000852782,0.00014181,,,,,,,,,,,,,,
1.66,10000,-1.901979988,0.095966241,0.971744002,0.031575919,0.003340044,0.000204733,0.000587677,5.08E-05,,,,,,,,,,,,,,
1.67,10000,-1.918543989,0.08491007,-0.977058002,0.026332201,0.002587082,0.000146337,0.000411642,2.72E-05,,,,,,,,,,,,,,
1.68,10000,-1.907055988,0.098777188,0.972944002,0.032457558,0.003462314,0.000181393,0.000628207,5.71E-05,,,,,,,,,,,,,,
1.69,10000,-1.894727989,0.11057543,0.968422001,0.039474424,0.004243155,0.000280551,0.000912556,6.16E-05,,,,,,,,,,,,,,
1.7,10000,-1.897683989,0.101185355,0.970004002,0.033770997,0.003548219,0.000202704,0.000671351,3.23E-05,,,,,,,,,,,,,,
1.71,10000,-1.892431988,0.100273252,-0.968668002,0.032836352,0.003449382,0.000198367,0.000628221,4.03E-05,,,,,,,,,,,,,,
1.72,10000,-1.891211987,0.1015333,0.967486002,0.034771253,0.003438032,0.000231465,0.000704655,5.59E-05,,,,,,,,,,,,,,
1.73,10000,-1.898619988,0.095517199,-0.971132002,0.030480138,0.003030837,0.000187584,0.000533386,2.22E-05,,,,,,,,,,,,,,
1.74,10000,-1.880975989,0.107116419,-0.965102001,0.034866744,0.00377338,0.000224814,0.000695323,3.51E-05,,,,,,,,,,,,,,
1.75,10000,-1.879767988,0.110812029,0.964114001,0.040112782,0.003971185,0.000313001,0.000902546,8.43E-05,,,,,,,,,,,,,,
1.76,10000,-1.866111988,0.121878968,0.958710001,0.046841607,0.004799769,0.000237796,0.001252081,9.22E-05,,,,,,,,,,,,,,
1.77,10000,-1.867755989,0.113278436,0.960400001,0.039863771,0.004093575,0.000205073,0.000900947,7.54E-05,,,,,,,,,,,,,,
1.78,10000,-1.87261199,0.114353736,0.962368,0.040961358,0.00409148,9.70E-05,0.000938313,0.00010417,,,,,,,,,,,,,,
1.79,10000,-1.857635989,0.116307915,-0.9571,0.041567178,0.004182309,0.00020699,0.000951796,8.98E-05,,,,,,,,,,,,,,
1.8,10000,-1.846207989,0.123155268,-0.952142,0.050886266,0.004697853,0.000212306,0.001415362,0.000244216,,,,,,,,,,,,,,
1.81,10000,-1.852523988,0.12059498,-0.955904,0.041821801,0.004440299,0.000158878,0.000945721,8.61E-05,,,,,,,,,,,,,,
1.82,10000,-1.855751989,0.120469225,-0.956078,0.043071315,0.004366299,0.000264158,0.001022886,7.15E-05,,,,,,,,,,,,,,
1.83,10000,-1.81324799,0.147798275,0.939075999,0.060673771,0.006429633,0.000303916,0.001991655,0.000209031,,,,,,,,,,,,,,
1.84,10000,-1.831175989,0.134554287,0.946858,0.050590594,0.005400011,0.000280175,0.001370512,7.84E-05,,,,,,,,,,,,,,
1.85,10000,-1.825067991,0.133260327,-0.945567999,0.051570899,0.005115355,0.000332679,0.001419942,5.41E-05,,,,,,,,,,,,,,
1.86,10000,-1.83453199,0.138363073,-0.947972,0.061858285,0.005520556,0.000445258,0.002007245,0.000327649,,,,,,,,,,,,,,
1.87,10000,-1.825119991,0.127578153,-0.946721999,0.045134189,0.004613086,0.000208503,0.001093145,9.79E-05,,,,,,,,,,,,,,
1.88,10000,-1.813759991,0.132952104,0.942881999,0.048672521,0.004994788,0.000206615,0.001244221,0.00010351,,,,,,,,,,,,,,
1.89,10000,-1.81199199,0.143250938,-0.941707999,0.05272232,0.005718215,0.000417814,0.001482801,9.60E-05,,,,,,,,,,,,,,
1.9,10000,-1.806655989,0.140566343,-0.938363999,0.054903951,0.005467363,0.000194017,0.001580634,6.43E-05,,,,,,,,,,,,,,
1.91,10000,-1.79450799,0.145049774,0.935573999,0.05523668,0.005748687,0.000241459,0.001601743,6.30E-05,,,,,,,,,,,,,,
1.92,10000,-1.776159991,0.15194306,0.927643998,0.061114724,0.006312787,0.00028365,0.001954777,0.000118641,,,,,,,,,,,,,,
1.93,10000,-1.779215991,0.144441631,-0.929353998,0.057840323,0.005505738,0.000366237,0.001736638,7.91E-05,,,,,,,,,,,,,,
1.94,10000,-1.759827991,0.181840724,-0.906007999,0.125776246,0.008793087,0.000142986,0.008126168,0.001019161,,,,,,,,,,,,,,
1.95,10000,-1.77820799,0.159075289,0.928311999,0.066538642,0.006622326,0.000279938,0.002237659,0.000164584,,,,,,,,,,,,,,
1.96,10000,-1.755571991,0.15223164,0.918283998,0.065109873,0.006073662,0.000279685,0.002153031,0.000154238,,,,,,,,,,,,,,
1.97,10000,-1.746883991,0.17193106,-0.914813998,0.075316038,0.007554261,0.000401478,0.002878837,0.000204503,,,,,,,,,,,,,,
1.98,10000,-1.746363991,0.162991468,-0.915549997,0.071006462,0.006735619,0.000297263,0.002492554,0.000131592,,,,,,,,,,,,,,
1.99,10000,-1.740955991,0.165524756,-0.908463998,0.082021222,0.006912329,0.000271927,0.003348507,0.000258967,,,,,,,,,,,,,,
2,10000,-1.769635991,0.163373763,0.924523998,0.07066777,0.006649789,0.000421459,0.002487873,0.000246208,,,,,,,,,,,,,,
2.01,10000,-1.667091994,0.234697978,-0.851213998,0.193244214,0.01354148,0.000498394,0.018508575,0.001596762,,,,,,,,,,,,,,
2.02,10000,-1.698427992,0.221212131,-0.260926,0.847615325,0.01212922,0.000649846,0.355651713,0.005810078,,,,,,,,,,,,,,
2.03,10000,-1.699895992,0.183267201,-0.891507998,0.090559848,0.008094821,0.00043843,0.004013347,0.000160488,,,,,,,,,,,,,,
2.04,10000,-1.684903993,0.20222905,0.429639999,0.77676737,0.009858543,0.000257016,0.295212852,0.011286373,,,,,,,,,,,,,,
2.05,10000,-1.656695994,0.209880635,-0.863619998,0.129469438,0.01047845,0.000346411,0.008267171,0.000637929,,,,,,,,,,,,,,
2.06,10000,-1.655703994,0.200817782,0.870985998,0.104625751,0.00950917,0.000423801,0.005308344,0.000334616,,,,,,,,,,,,,,
2.07,10000,-1.676015994,0.199567846,-0.882945998,0.096194392,0.009274088,0.000507408,0.004423053,0.000253083,,,,,,,,,,,,,,
2.08,10000,-1.657795994,0.205669103,0.872909998,0.104864921,0.009842699,0.000461842,0.005286804,0.000391135,,,,,,,,,,,,,,
2.09,10000,-1.653363994,0.199565431,-0.872721997,0.10520813,0.009003824,0.000525705,0.00528361,0.00023562,,,,,,,,,,,,,,
2.1,10000,-1.629863995,0.202048654,0.860039997,0.119109354,0.009323654,0.00037047,0.006707137,0.000668128,,,,,,,,,,,,,,
2.11,10000,-1.606819995,0.2124163,-0.846117997,0.126200356,0.010090386,0.000399601,0.007515134,0.000330953,,,,,,,,,,,,,,
2.12,10000,-1.614243995,0.210269507,0.330907999,0.796502939,0.009774918,0.0002916,0.297779773,0.007626071,,,,,,,,,,,,,,
2.13,10000,-1.639387994,0.206160576,-0.869401997,0.101986089,0.009393269,0.000416694,0.004950551,0.000234838,,,,,,,,,,,,,,
2.14,10000,-1.579691996,0.215997552,-0.658347998,0.520288679,0.010238082,0.000501582,0.124901169,0.01174928,,,,,,,,,,,,,,
2.15,10000,-1.636023995,0.208895449,0.869645997,0.098712687,0.009411433,0.000321311,0.004544773,0.000204372,,,,,,,,,,,,,,
2.16,10000,-1.626959995,0.199061488,0.864087997,0.099661467,0.008522367,0.00034679,0.004601491,0.00040905,,,,,,,,,,,,,,
2.17,10000,-1.456067998,0.27731494,-0.33358,0.679732404,0.016249322,0.000401986,0.213264119,0.007885946,,,,,,,,,,,,,,
2.18,10000,-1.567623997,0.231639961,0.824027998,0.141607679,0.011340531,0.000365578,0.009178408,0.00028571,,,,,,,,,,,,,,
2.19,10000,-1.523547997,0.253080952,-0.799807998,0.170075638,0.013217019,0.000349356,0.013192748,0.000572756,,,,,,,,,,,,,,
2.2,10000,-1.523247996,0.255553374,-0.718197998,0.388459305,0.013421981,0.000664973,0.06773788,0.004976656,,,,,,,,,,,,,,
2.21,10000,-1.509043997,0.245563764,0.606669999,0.530730166,0.012375787,0.000404277,0.12678642,0.010883644,,,,,,,,,,,,,,
2.22,10000,-1.477207999,0.26775011,-0.766939998,0.177546376,0.014510254,0.000338199,0.014215727,0.000520124,,,,,,,,,,,,,,
2.23,10000,-1.462979997,0.269261651,-0.378461999,0.679734883,0.014511374,0.000364621,0.20603842,0.005698064,,,,,,,,,,,,,,
2.24,10000,-1.498271998,0.245150506,-0.397775999,0.697764839,0.011842101,0.000264371,0.218664916,0.005258001,,,,,,,,,,,,,,
2.25,10000,-1.457819999,0.26572957,-0.257568,0.723910051,0.013982396,0.000431668,0.232938613,0.005924909,,,,,,,,,,,,,,
2.26,10000,-1.410495999,0.292683432,-0.677009998,0.301469433,0.016694228,0.000698362,0.040125349,0.001777666,,,,,,,,,,,,,,
2.27,10000,-1.424468,0.259557535,-0.051682,0.754673418,0.013016081,0.000496139,0.250552437,0.004084256,,,,,,,,,,,,,,
2.28,10000,-1.441655999,0.269242149,0.426795999,0.646611268,0.013820827,0.000545883,0.182671292,0.005930927,,,,,,,,,,,,,,
2.29,10000,-1.390484,0.27789351,0.328201999,0.662112411,0.014848783,0.000528266,0.190659558,0.008139278,,,,,,,,,,,,,,
2.3,10000,-1.306412001,0.306345956,-0.536675999,0.418390045,0.017743279,0.000783503,0.076749283,0.004573713,,,,,,,,,,,,,,
2.31,10000,-1.344016001,0.279609209,0.263426,0.659925981,0.014565201,0.000380324,0.188447155,0.005841287,,,,,,,,,,,,,,
2.32,10000,-1.385868001,0.269252231,0.394318,0.638048393,0.013405866,0.000727971,0.173800398,0.007564556,,,,,,,,,,,,,,
2.33,10000,-1.34138,0.2836962,0.168514,0.685953548,0.014796628,0.000310633,0.202302006,0.003800067,,,,,,,,,,,,,,
2.34,10000,-1.237144001,0.288596886,-0.218549999,0.588149247,0.015161202,0.000486916,0.147339658,0.003274729,,,,,,,,,,,,,,
2.35,10000,-1.277568002,0.27599566,-0.251864,0.61831109,0.013802076,0.000591682,0.162440011,0.003464802,,,,,,,,,,,,,,
2.36,10000,-1.301568001,0.280472922,0.209003999,0.656064483,0.014070485,0.000368098,0.181707446,0.005466051,,,,,,,,,,,,,,
2.37,10000,-1.290092001,0.279209295,-0.364299999,0.595566074,0.013777536,0.000514556,0.149221634,0.004786967,,,,,,,,,,,,,,
2.38,10000,-1.208672002,0.270517128,-0.02163,0.615892801,0.012940856,0.000540845,0.159559183,0.003811436,,,,,,,,,,,,,,
