N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
20,1.2,3,0.01,0.1,10000,100,0,1,0,4,FALSE,FALSE,data,FALSE,,1,TRUE,10,FALSE,FALSE,10000,10000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9,,,,
1.2,100,-4.50E-06,-1.49E-05,-1.49E-05,-1.52E-05,-1.54E-05,-1.46E-05,-1.48E-05,-1.50E-05,-1.52E-05,4.34E-05,2.14E-05,2.13E-05,2.11E-05,2.19E-05,2.08E-05,2.09E-05,2.16E-05,2.17E-05,,,,
1.21,100,-8.49E-06,-1.65E-05,-1.41E-05,-1.69E-05,-1.61E-05,-1.61E-05,-1.61E-05,-1.69E-05,-1.69E-05,4.83E-05,2.39E-05,2.81E-05,2.45E-05,2.40E-05,2.35E-05,2.25E-05,2.46E-05,2.46E-05,,,,
1.22,100,-7.24E-06,-1.53E-05,-1.51E-05,-1.46E-05,-1.55E-05,-1.53E-05,-1.54E-05,-1.50E-05,-1.55E-05,3.55E-05,2.23E-05,2.17E-05,2.16E-05,2.22E-05,2.12E-05,2.14E-05,2.10E-05,2.22E-05,,,,
1.23,100,5.49E-06,-2.03E-05,-2.40E-05,-2.36E-05,-2.32E-05,-2.14E-05,-2.06E-05,-2.21E-05,-2.27E-05,0.000104613,2.65E-05,4.54E-05,4.58E-05,4.48E-05,2.94E-05,2.78E-05,3.90E-05,3.82E-05,,,,
1.24,100,-6.82E-06,-2.50E-05,-2.64E-05,-2.30E-05,-2.64E-05,-2.51E-05,-2.47E-05,-2.69E-05,-2.72E-05,5.04E-05,3.96E-05,3.50E-05,3.65E-05,3.56E-05,3.46E-05,3.53E-05,3.59E-05,3.67E-05,,,,
1.25,100,-4.99E-06,-2.28E-05,-1.95E-05,-2.18E-05,-1.93E-05,-2.22E-05,-2.21E-05,-2.00E-05,-2.28E-05,4.84E-05,3.28E-05,3.74E-05,3.29E-05,3.74E-05,3.31E-05,3.26E-05,3.68E-05,3.29E-05,,,,
1.26,100,1.51E-06,-2.11E-05,-2.24E-05,-2.66E-05,-2.15E-05,-2.34E-05,-2.53E-05,-2.66E-05,-2.65E-05,7.03E-05,4.35E-05,5.00E-05,4.01E-05,5.06E-05,3.79E-05,3.54E-05,4.01E-05,3.90E-05,,,,
