N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
40,1.2,3,0.01,0.1,10000,100,0,1,0,4,FALSE,FALSE,data,FALSE,,1,TRUE,10,FALSE,FALSE,10000,10000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,E_mean,E_std,M_mean,M_std,,,,,,,,,,,,,,,,,,
1.2,10000,-1.988134754,0.007789348,0.996923113,0.002077301,4.23E-05,8.43E-07,3.61E-06,1.57E-07,,,,,,,,,,,,,,
1.21,10000,-1.986681004,0.008338419,0.996515863,0.002273094,4.73E-05,2.21E-06,4.24E-06,3.10E-07,,,,,,,,,,,,,,
1.22,10000,-1.840946752,0.011696916,0.385295125,0.069481293,9.16E-05,3.61E-06,0.003970443,0.000164643,,,,,,,,,,,,,,
1.23,10000,-1.985675004,0.008745605,-0.996253364,0.002369562,5.04E-05,1.56E-06,4.58E-06,2.60E-07,,,,,,,,,,,,,,
1.24,10000,-1.984303754,0.009756451,-0.995859489,0.002692408,6.23E-05,2.54E-06,5.80E-06,4.50E-07,,,,,,,,,,,,,,
1.25,10000,-1.984321505,0.00900227,0.995899989,0.002439324,5.23E-05,1.98E-06,4.75E-06,2.21E-07,,,,,,,,,,,,,,
1.26,10000,-1.982961003,0.009199657,-0.99548674,0.002569703,5.34E-05,3.15E-06,5.22E-06,2.87E-07,,,,,,,,,,,,,,
1.27,10000,-1.982284005,0.009347235,-0.995298365,0.002611667,5.45E-05,2.50E-06,5.33E-06,2.26E-07,,,,,,,,,,,,,,
1.28,10000,-1.879347004,0.065146659,-0.668068123,0.226567441,0.002594234,7.45E-05,0.040222966,0.000953481,,,,,,,,,,,,,,
1.29,10000,-1.979987255,0.010313361,0.99470499,0.00285178,6.41E-05,2.28E-06,6.28E-06,2.24E-07,,,,,,,,,,,,,,
1.3,10000,-1.834290006,0.013457647,0.03538575,0.065952077,0.00010772,4.97E-06,0.00332921,0.000111205,,,,,,,,,,,,,,
