N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
30,1.2,3,0.01,0.1,10000,100,0,1,0,4,FALSE,FALSE,data,FALSE,,1,TRUE,10,FALSE,FALSE,10000,10000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,E_mean,E_std,M_mean,M_std,,,,,,,,,,,,,,,,,,
1.2,10000,-1.988511566,0.010577591,-0.997016888,0.002815091,7.76E-05,3.71E-06,6.63E-06,4.65E-07,,,,,,,,,,,,,,
1.21,10000,-1.987375122,0.010941641,-0.996703999,0.002983671,8.14E-05,2.26E-06,7.31E-06,5.35E-07,,,,,,,,,,,,,,
1.22,10000,-1.985628898,0.011914418,-0.996262666,0.003179212,9.54E-05,4.86E-06,8.23E-06,4.66E-07,,,,,,,,,,,,,,
1.23,10000,-1.98513423,0.011596785,0.996093556,0.003177455,8.81E-05,3.50E-06,8.07E-06,3.20E-07,,,,,,,,,,,,,,
1.24,10000,-1.984008897,0.012015798,-0.995779556,0.003311811,9.36E-05,6.69E-06,8.91E-06,3.99E-07,,,,,,,,,,,,,,
1.25,10000,-1.984909787,0.011466193,-0.996067111,0.003103328,8.48E-05,3.54E-06,7.82E-06,4.62E-07,,,,,,,,,,,,,,
1.26,10000,-1.983844454,0.012159262,-0.995787556,0.003272858,9.29E-05,3.68E-06,8.53E-06,2.00E-07,,,,,,,,,,,,,,
1.27,10000,-1.98335823,0.012557488,-0.995630445,0.003443199,9.80E-05,5.14E-06,9.19E-06,3.75E-07,,,,,,,,,,,,,,
1.28,10000,-1.981955561,0.013181067,-0.995254223,0.003624071,0.000106148,7.13E-06,1.01E-05,2.69E-07,,,,,,,,,,,,,,
1.29,10000,-1.980952894,0.01398994,-0.994941333,0.003899987,0.000116591,4.07E-06,1.17E-05,5.06E-07,,,,,,,,,,,,,,
1.3,10000,-1.977744892,0.01465532,0.994081333,0.004068005,0.000127112,7.31E-06,1.27E-05,4.90E-07,,,,,,,,,,,,,,
1.31,10000,-1.775969776,0.020137463,-0.004523333,0.153335572,0.000236724,6.89E-06,0.017822162,0.000593436,,,,,,,,,,,,,,
1.32,10000,-1.976867558,0.015180538,-0.993866222,0.004207988,0.000131643,8.58E-06,1.32E-05,4.34E-07,,,,,,,,,,,,,,
1.33,10000,-1.974384003,0.015957428,0.99316111,0.004574486,0.000143617,8.75E-06,1.56E-05,1.00E-06,,,,,,,,,,,,,,
1.34,10000,-1.974495558,0.01537015,-0.99321,0.004322222,0.00013197,6.05E-06,1.38E-05,4.46E-07,,,,,,,,,,,,,,
