N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
2.13,10000,-1.459381777,0.034632584,0.020094222,0.085621115,0.000264269,1.42E-05,0.003455886,0.000107335,,,,,,,,,,,,,,
2.14,10000,-1.525916667,0.057370557,0.692157333,0.170337914,0.000720283,2.29E-05,0.013481482,0.000406411,,,,,,,,,,,,,,
2.15,10000,-1.550047667,0.042757685,0.800677834,0.037573702,0.000395807,1.08E-05,0.000654581,3.43E-05,,,,,,,,,,,,,,
2.16,10000,-1.508371,0.060342633,0.694380167,0.157016072,0.000779965,3.29E-05,0.011402746,0.00024945,,,,,,,,,,,,,,
2.17,10000,-1.459493443,0.052827723,-0.598188611,0.119914799,0.000593561,2.24E-05,0.006618318,0.000167516,,,,,,,,,,,,,,
2.18,10000,-1.490009778,0.052816142,-0.722837889,0.080960123,0.000584182,2.75E-05,0.003011829,4.66E-05,,,,,,,,,,,,,,
2.19,10000,-1.463585444,0.057441245,-0.687356667,0.120085424,0.00068264,2.63E-05,0.006489307,0.000431926,,,,,,,,,,,,,,
2.2,10000,-1.482893889,0.044020732,0.751156722,0.040168014,0.000395953,1.07E-05,0.000728882,2.08E-05,,,,,,,,,,,,,,
2.21,10000,-1.421622111,0.051026938,-0.656413222,0.086319894,0.000532816,2.97E-05,0.003352875,0.000163627,,,,,,,,,,,,,,
2.22,10000,-1.433936889,0.055136786,-0.654742056,0.117159,0.000615924,2.57E-05,0.006156755,0.000334855,,,,,,,,,,,,,,
2.23,10000,-1.344828111,0.048110658,-0.208979333,0.289872636,0.000463784,1.81E-05,0.037542911,0.00125863,,,,,,,,,,,,,,
2.24,10000,-1.320813778,0.040344376,0.319065667,0.086449986,0.000323402,1.41E-05,0.003331743,0.000116462,,,,,,,,,,,,,,
2.25,10000,-1.367265889,0.046863851,-0.575569611,0.063344937,0.000434944,9.33E-06,0.001783779,6.85E-05,,,,,,,,,,,,,,
2.26,10000,-1.339987555,0.055311141,0.427670445,0.207557625,0.000599543,2.72E-05,0.01904261,0.000560743,,,,,,,,,,,,,,
2.27,10000,-1.304232889,0.045213791,-0.251053945,0.165566022,0.000395605,1.52E-05,0.012101392,0.000270017,,,,,,,,,,,,,,
2.28,10000,-1.266407556,0.046830944,0.308540889,0.15785987,0.000419751,1.85E-05,0.010957944,0.000325089,,,,,,,,,,,,,,
2.29,10000,-1.234226778,0.041304571,0.025093,0.116091844,0.00032252,1.08E-05,0.005851259,0.000220359,,,,,,,,,,,,,,
2.3,10000,-1.237448111,0.049609499,0.262145,0.113262332,0.000465083,2.49E-05,0.005532318,0.000121628,,,,,,,,,,,,,,
2.31,10000,-1.226112332,0.044958851,-0.224505111,0.165398289,0.000377737,2.04E-05,0.011779895,0.000373752,,,,,,,,,,,,,,
2.32,10000,-1.262439445,0.053032161,-0.497220722,0.08704084,0.000523112,1.82E-05,0.003243727,9.46E-05,,,,,,,,,,,,,,
2.33,10000,-1.202364555,0.044014351,-0.1918745,0.108471637,0.000361011,1.51E-05,0.005048388,0.000116669,,,,,,,,,,,,,,
2.34,10000,-1.178593333,0.047137472,-0.023096556,0.188010392,0.000404738,1.98E-05,0.015117802,0.0006969,,,,,,,,,,,,,,
2.35,10000,-1.155172778,0.044233452,-0.002133389,0.084587848,0.000352212,2.10E-05,0.003048493,0.000144006,,,,,,,,,,,,,,
2.36,10000,-1.177070889,0.051900351,0.200545167,0.18429492,0.000481597,1.97E-05,0.014298849,0.000484876,,,,,,,,,,,,,,
2.37,10000,-1.148639555,0.048612862,-0.132467056,0.151818568,0.000420198,7.71E-06,0.00968897,0.000243357,,,,,,,,,,,,,,
2.38,10000,-1.144287222,0.042691316,-0.130042556,0.134382013,0.000324349,1.76E-05,0.007584408,0.000314988,,,,,,,,,,,,,,
2.39,10000,-1.118202223,0.040348351,-0.009328889,0.118918976,0.000284966,1.34E-05,0.005915677,0.000174737,,,,,,,,,,,,,,
2.4,10000,-1.119353334,0.038193779,-0.151741111,0.115954681,0.000254691,9.22E-06,0.005599114,9.46E-05,,,,,,,,,,,,,,
2.41,10000,-1.105946,0.040583617,-0.035344111,0.115477519,0.000281767,7.37E-06,0.005492308,0.000182902,,,,,,,,,,,,,,
2.42,10000,-1.093095112,0.038002518,0.106179445,0.107079515,0.000248619,7.51E-06,0.00475076,0.000139194,,,,,,,,,,,,,,
2.43,10000,-1.072730334,0.036546638,-0.012281722,0.114733215,0.000225235,8.09E-06,0.005354293,0.0002079,,,,,,,,,,,,,,
2.44,10000,-1.066718001,0.041166253,-0.001955389,0.125773378,0.000284827,6.29E-06,0.006455559,0.000339676,,,,,,,,,,,,,,
2.45,10000,-1.061905111,0.040664769,-0.000379,0.099622824,0.000275834,7.46E-06,0.004011454,0.000166211,,,,,,,,,,,,,,
2.46,10000,-1.047998,0.037568807,0.028814278,0.135912432,0.000233336,9.22E-06,0.007419656,0.000302224,,,,,,,,,,,,,,
2.47,10000,-1.042850445,0.039519503,0.091952444,0.078655423,0.000254655,9.57E-06,0.002503098,5.82E-05,,,,,,,,,,,,,,
2.48,10000,-1.040653445,0.039853675,0.056263167,0.137223831,0.000256651,1.00E-05,0.007557802,0.000367995,,,,,,,,,,,,,,
2.49,10000,-1.021491667,0.040788642,-0.047879111,0.092040831,0.00026574,2.13E-05,0.003397779,0.000110957,,,,,,,,,,,,,,
2.5,10000,-1.029267111,0.04075076,0.011845167,0.105709888,0.000266574,1.10E-05,0.004460225,0.000214321,,,,,,,,,,,,,,
2.51,10000,-1.016174556,0.039458927,-0.036970056,0.116152805,0.000247035,1.07E-05,0.005394568,0.000209597,,,,,,,,,,,,,,
2.52,10000,-0.997609555,0.037772561,-0.031501611,0.103745534,0.000224704,6.90E-06,0.004251563,0.000231478,,,,,,,,,,,,,,
2.53,10000,-0.994932667,0.03829328,0.028708611,0.122668713,0.000227349,9.94E-06,0.005917217,0.000268495,,,,,,,,,,,,,,
2.54,10000,-0.984551444,0.037559947,-0.022814778,0.065992248,0.000218019,1.05E-05,0.001715076,4.27E-05,,,,,,,,,,,,,,
2.55,10000,-0.980037,0.034416835,-0.031480278,0.089431357,0.000181186,7.02E-06,0.003135353,0.000163228,,,,,,,,,,,,,,
2.56,10000,-0.978106555,0.037909485,-0.021583889,0.09691071,0.000219166,8.17E-06,0.003670174,0.00012036,,,,,,,,,,,,,,
2.57,10000,-0.966911666,0.037634336,-0.048454056,0.081318014,0.00021611,6.34E-06,0.002562555,6.95E-05,,,,,,,,,,,,,,
2.58,10000,-0.952724666,0.038276358,-0.023299722,0.079202717,0.000219333,1.24E-05,0.002428811,0.0001067,,,,,,,,,,,,,,
2.59,10000,-0.951718444,0.036639549,0.036503389,0.087383607,0.000200405,8.89E-06,0.002959647,0.000114549,,,,,,,,,,,,,,
2.6,10000,-0.944636,0.037541846,0.036561333,0.070587138,0.000209459,8.97E-06,0.001908265,7.56E-05,,,,,,,,,,,,,,
2.61,10000,-0.936771444,0.035288847,-0.005146167,0.075324978,0.000182063,8.16E-06,0.00217367,8.17E-05,,,,,,,,,,,,,,
2.62,10000,-0.930783777,0.035636574,-0.007417667,0.086739616,0.000185826,5.01E-06,0.0028675,0.000104245,,,,,,,,,,,,,,
2.63,10000,-0.927709778,0.035914398,-0.000810611,0.068309344,0.000187116,8.29E-06,0.001777642,9.32E-05,,,,,,,,,,,,,,
2.64,10000,-0.923461889,0.038167892,0.011875,0.072614993,0.000209062,7.20E-06,0.001990397,9.47E-05,,,,,,,,,,,,,,
2.65,10000,-0.907653778,0.03420546,-0.000332667,0.070715987,0.000166223,7.32E-06,0.001886673,6.31E-05,,,,,,,,,,,,,,
2.66,10000,-0.898772556,0.032804177,0.017814333,0.077424327,0.0001524,4.59E-06,0.002256566,6.84E-05,,,,,,,,,,,,,,
2.67,10000,-0.896233667,0.032531455,-0.010647722,0.059233031,0.000148543,7.08E-06,0.001310724,5.42E-05,,,,,,,,,,,,,,
2.68,10000,-0.889933222,0.035085224,0.001755444,0.069429024,0.0001703,8.45E-06,0.001796069,7.45E-05,,,,,,,,,,,,,,
2.69,10000,-0.889123111,0.037768819,-0.009372611,0.069696218,0.000197368,8.16E-06,0.001813675,8.69E-05,,,,,,,,,,,,,,
2.7,10000,-0.880098778,0.036708575,-0.021179,0.070983064,0.000185897,5.94E-06,0.001874246,8.06E-05,,,,,,,,,,,,,,
2.71,10000,-0.875889556,0.034536426,-0.0061815,0.057764478,0.000162469,7.66E-06,0.001231209,7.01E-05,,,,,,,,,,,,,,
2.72,10000,-0.871757889,0.034163696,0.028844889,0.067543331,0.000158475,6.34E-06,0.001672617,8.27E-05,,,,,,,,,,,,,,
2.73,10000,-0.860512111,0.032557093,-0.012260833,0.058128616,0.00014313,4.26E-06,0.001240114,4.44E-05,,,,,,,,,,,,,,
2.74,10000,-0.858584222,0.03328719,-0.006405667,0.055983973,0.000148273,6.43E-06,0.001140251,3.57E-05,,,,,,,,,,,,,,
2.75,10000,-0.851474111,0.03445088,0.004522722,0.063432005,0.00015679,6.83E-06,0.001463135,4.17E-05,,,,,,,,,,,,,,
2.76,10000,-0.850789778,0.032507047,-0.020858722,0.061332513,0.000138205,7.29E-06,0.001353896,3.87E-05,,,,,,,,,,,,,,
2.77,10000,-0.842694111,0.033601178,-0.003862167,0.057920396,0.000147281,4.57E-06,0.00121906,4.56E-05,,,,,,,,,,,,,,
2.78,10000,-0.835856222,0.033588218,-0.000699944,0.05134896,0.00014673,6.03E-06,0.000949473,4.13E-05,,,,,,,,,,,,,,
2.79,10000,-0.832278,0.035534849,-0.008299611,0.065945117,0.000162133,6.90E-06,0.001570858,6.06E-05,,,,,,,,,,,,,,
2.8,10000,-0.828670667,0.032189762,-0.015572944,0.060275038,0.000131991,2.84E-06,0.001303322,6.16E-05,,,,,,,,,,,,,,
2.81,10000,-0.821158667,0.033548732,0.013982722,0.07033505,0.00014205,6.74E-06,0.001767626,6.67E-05,,,,,,,,,,,,,,
2.82,10000,-0.820176333,0.033027177,0.011402667,0.062087951,0.000135762,3.87E-06,0.001372126,3.70E-05,,,,,,,,,,,,,,
2.83,10000,-0.812178667,0.033126042,-0.004169889,0.053698538,0.000137171,3.63E-06,0.001019704,2.40E-05,,,,,,,,,,,,,,
2.84,10000,-0.808353001,0.03273926,-0.001442389,0.057777997,0.000132321,4.50E-06,0.001167962,6.72E-05,,,,,,,,,,,,,,
2.85,10000,-0.801975111,0.033640487,0.009267222,0.056851955,0.000138739,5.97E-06,0.001130508,4.83E-05,,,,,,,,,,,,,,
2.86,10000,-0.797426889,0.033619054,-0.008430222,0.055262107,0.000137833,4.39E-06,0.001064148,6.84E-05,,,,,,,,,,,,,,
2.87,10000,-0.793463,0.031980548,-0.004959833,0.059199061,0.000123147,4.23E-06,0.001231261,5.37E-05,,,,,,,,,,,,,,
2.88,10000,-0.790493556,0.032101619,0.002935833,0.047075617,0.000124203,4.98E-06,0.000767782,4.82E-05,,,,,,,,,,,,,,
2.89,10000,-0.786066556,0.034112088,0.012997611,0.047788419,0.000139017,4.38E-06,0.00078703,3.89E-05,,,,,,,,,,,,,,
2.9,10000,-0.777502223,0.033334887,0.013698278,0.048754047,0.000131367,4.13E-06,0.000820516,3.41E-05,,,,,,,,,,,,,,
2.91,10000,-0.777574111,0.030339261,0.001022056,0.043605263,0.000108465,3.89E-06,0.000655618,3.56E-05,,,,,,,,,,,,,,
2.92,10000,-0.767345667,0.032404772,0.000155333,0.059023195,0.00012291,3.20E-06,0.001185829,4.12E-05,,,,,,,,,,,,,,
2.93,10000,-0.767101889,0.032323776,-6.61E-05,0.053855571,0.000121084,2.33E-06,0.000984876,5.64E-05,,,,,,,,,,,,,,
2.94,10000,-0.766367889,0.032522281,-0.014098611,0.051489381,0.000122342,4.70E-06,0.000900687,4.07E-05,,,,,,,,,,,,,,
2.95,10000,-0.755815444,0.031270354,0.006621444,0.05354837,0.00011244,4.68E-06,0.000977206,4.00E-05,,,,,,,,,,,,,,
2.96,10000,-0.755289111,0.032455762,-0.000103,0.051639797,0.000119097,5.95E-06,0.000902268,2.70E-05,,,,,,,,,,,,,,
2.97,10000,-0.751749667,0.032520661,-0.002802111,0.050350522,0.000120574,3.81E-06,0.000851859,4.89E-05,,,,,,,,,,,,,,
2.98,10000,-0.747306222,0.030916812,-0.002991833,0.0497684,0.000107569,4.81E-06,0.000831684,2.43E-05,,,,,,,,,,,,,,
2.99,10000,-0.745713111,0.0315797,0.009466111,0.052798157,0.000111559,5.09E-06,0.000938301,5.64E-05,,,,,,,,,,,,,,
3,10000,-0.741260556,0.032025797,0.002265111,0.049136775,0.000114001,4.93E-06,0.000805265,2.18E-05,,,,,,,,,,,,,,
