N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
60,1.2,3,0.01,0.1,10000,100,0,1,0,4,FALSE,FALSE,data,FALSE,,1,TRUE,10,FALSE,FALSE,10000,10000,TRUE
 ,,,,,,,,,,,,,,,,,,,,,,,
Temp,n_samples,E_mean,E_std,M_mean,M_std,,,,,,,,,,,,,,,,,,
1.2,10000,-1.839910439,0.006597274,-0.011421222,0.048249468,3.02E-05,1.17E-06,0.001951631,6.27E-05,,,,,,,,,,,,,,
1.21,10000,-1.987344898,0.005566415,-0.996702781,0.001497813,2.11E-05,1.01E-06,1.84E-06,8.30E-08,,,,,,,,,,,,,,
1.22,10000,-1.98633823,0.005740268,-0.996419837,0.001576847,2.20E-05,9.99E-07,2.04E-06,8.62E-08,,,,,,,,,,,,,,
1.23,10000,-1.985534008,0.005827465,-0.996215114,0.001600091,2.23E-05,5.47E-07,2.09E-06,1.11E-07,,,,,,,,,,,,,,
1.24,10000,-1.888852991,0.007177371,0.098084778,0.040192481,3.32E-05,1.49E-06,0.001306514,3.15E-05,,,,,,,,,,,,,,
1.25,10000,-1.98426034,0.00607034,0.995878448,0.001644838,2.37E-05,8.36E-07,2.14E-06,1.07E-07,,,,,,,,,,,,,,
1.26,10000,-1.983153227,0.006156489,0.995579948,0.001684328,2.38E-05,8.41E-07,2.24E-06,1.17E-07,,,,,,,,,,,,,,
1.27,10000,-1.882445661,0.008508063,0.2031725,0.035115367,4.51E-05,2.13E-06,0.000971518,4.15E-05,,,,,,,,,,,,,,
1.28,10000,-1.981764559,0.006433778,0.995218171,0.001755456,2.52E-05,1.10E-06,2.40E-06,8.78E-08,,,,,,,,,,,,,,
1.29,10000,-1.980280557,0.006783426,-0.994796783,0.001864878,2.74E-05,8.15E-07,2.69E-06,1.53E-07,,,,,,,,,,,,,,
1.3,10000,-1.978659554,0.006874725,-0.994350172,0.001924412,2.81E-05,2.06E-06,2.81E-06,1.48E-07,,,,,,,,,,,,,,
1.31,10000,-1.879868884,0.008495721,-0.059721833,0.085459992,4.15E-05,1.48E-06,0.00555301,0.00017484,,,,,,,,,,,,,,
1.32,10000,-1.976188107,0.00758464,0.993635838,0.002148228,3.30E-05,1.65E-06,3.46E-06,1.25E-07,,,,,,,,,,,,,,
1.33,10000,-1.976483663,0.007501034,-0.993772339,0.002089862,3.19E-05,1.75E-06,3.27E-06,1.63E-07,,,,,,,,,,,,,,
1.34,10000,-1.974665329,0.008012486,-0.993227394,0.002258314,3.58E-05,1.11E-06,3.79E-06,1.36E-07,,,,,,,,,,,,,,
1.35,10000,-1.973297772,0.00781684,0.992836839,0.002231095,3.35E-05,7.97E-07,3.65E-06,1.54E-07,,,,,,,,,,,,,,
1.36,10000,-1.971346439,0.008466678,-0.992313672,0.002434344,3.85E-05,1.48E-06,4.34E-06,1.91E-07,,,,,,,,,,,,,,
1.37,10000,-1.866965227,0.009483934,0.335412,0.085269822,4.79E-05,1.58E-06,0.00528986,0.000169498,,,,,,,,,,,,,,
1.38,10000,-1.969590993,0.008705199,0.991830449,0.002467589,3.98E-05,8.97E-07,4.45E-06,1.89E-07,,,,,,,,,,,,,,
1.39,10000,-1.966952438,0.009015487,-0.991052225,0.002603834,4.21E-05,1.66E-06,4.82E-06,1.82E-07,,,,,,,,,,,,,,
1.4,10000,-1.966908328,0.009016881,-0.991107058,0.002551478,4.15E-05,1.03E-06,4.66E-06,1.64E-07,,,,,,,,,,,,,,
1.41,10000,-1.964853773,0.009118358,-0.990484058,0.002616851,4.19E-05,1.87E-06,4.83E-06,3.16E-07,,,,,,,,,,,,,,
1.42,10000,-1.858542226,0.01061873,0.399561,0.055644547,5.59E-05,2.04E-06,0.002149679,0.000142874,,,,,,,,,,,,,,
1.43,10000,-1.855237781,0.01113255,0.252229222,0.030120973,6.09E-05,2.68E-06,0.0006299,2.88E-05,,,,,,,,,,,,,,
1.44,10000,-1.855622114,0.011300651,0.088247056,0.042055801,6.16E-05,2.57E-06,0.001227593,4.93E-05,,,,,,,,,,,,,,
1.45,10000,-1.957140556,0.009921663,0.98827972,0.002913309,4.70E-05,2.21E-06,5.82E-06,2.16E-07,,,,,,,,,,,,,,
1.46,10000,-1.849711111,0.012270867,0.158903167,0.0786068,7.03E-05,2.79E-06,0.004234606,0.000132304,,,,,,,,,,,,,,
1.47,10000,-1.848372333,0.011927188,-0.482320667,0.05573127,6.57E-05,2.38E-06,0.002108859,8.98E-05,,,,,,,,,,,,,,
1.48,10000,-1.950892447,0.010752228,0.986436385,0.003238566,5.26E-05,2.32E-06,7.08E-06,2.67E-07,,,,,,,,,,,,,,
1.49,10000,-1.949930002,0.01115372,-0.986195219,0.003316629,5.60E-05,2.57E-06,7.34E-06,1.68E-07,,,,,,,,,,,,,,
1.5,10000,-1.946599669,0.011510602,-0.985260273,0.00346485,5.88E-05,2.06E-06,8.02E-06,4.12E-07,,,,,,,,,,,,,,
1.51,10000,-1.946753558,0.011102903,0.985243218,0.003366398,5.40E-05,2.29E-06,7.45E-06,3.60E-07,,,,,,,,,,,,,,
1.52,10000,-1.943991113,0.0119171,-0.984436774,0.003650392,6.14E-05,3.11E-06,8.63E-06,4.87E-07,,,,,,,,,,,,,,
1.53,10000,-1.940181889,0.012425004,0.983253052,0.003889776,6.50E-05,3.04E-06,9.88E-06,5.56E-07,,,,,,,,,,,,,,
1.54,10000,-1.938898111,0.012325238,0.982877553,0.003831443,6.40E-05,3.33E-06,9.53E-06,4.06E-07,,,,,,,,,,,,,,
1.55,10000,-1.827612557,0.013506721,0.290879722,0.047412743,7.53E-05,2.34E-06,0.001436792,2.94E-05,,,,,,,,,,,,,,
1.56,10000,-1.934391443,0.013631712,0.98147272,0.004660172,7.62E-05,2.48E-06,1.38E-05,9.67E-07,,,,,,,,,,,,,,
1.57,10000,-1.823470224,0.014503103,-0.144738611,0.052619719,8.53E-05,2.96E-06,0.001754599,5.62E-05,,,,,,,,,,,,,,
1.58,10000,-1.819686669,0.014415848,-0.070865778,0.038582455,8.27E-05,3.39E-06,0.00094966,4.44E-05,,,,,,,,,,,,,,
1.59,10000,-1.926500663,0.01411917,0.979245889,0.004484389,7.87E-05,3.96E-06,1.26E-05,6.12E-07,,,,,,,,,,,,,,
1.6,10000,-1.923531664,0.014369,-0.978324945,0.004610053,8.11E-05,3.13E-06,1.34E-05,7.03E-07,,,,,,,,,,,,,,
1.61,10000,-1.809068556,0.016207497,0.265064389,0.040033849,0.000101348,5.33E-06,0.000990974,2.76E-05,,,,,,,,,,,,,,
1.62,10000,-1.804058112,0.016069734,0.166751,0.043506586,9.83E-05,3.93E-06,0.00117352,5.81E-05,,,,,,,,,,,,,,
1.63,10000,-1.915305999,0.014834266,0.97581489,0.00475298,8.32E-05,2.83E-06,1.40E-05,4.57E-07,,,,,,,,,,,,,,
1.64,10000,-1.91165711,0.015240512,-0.974578057,0.004946331,8.68E-05,3.67E-06,1.48E-05,7.01E-07,,,,,,,,,,,,,,
1.65,10000,-1.793328222,0.017232913,0.239211667,0.05524474,0.000108831,4.87E-06,0.001841321,6.71E-05,,,,,,,,,,,,,,
1.66,10000,-1.901592333,0.01855866,0.965107835,0.022765152,0.00012557,4.59E-06,0.000311892,2.72E-05,,,,,,,,,,,,,,
1.67,10000,-1.90155511,0.016672627,-0.971561779,0.00549233,9.88E-05,3.72E-06,1.80E-05,7.22E-07,,,,,,,,,,,,,,
1.68,10000,-1.897587221,0.017550242,-0.96997989,0.006000848,0.000109173,4.40E-06,2.14E-05,1.02E-06,,,,,,,,,,,,,,
1.69,10000,-1.878477,0.033609116,0.9264075,0.086889123,0.000393808,1.16E-05,0.004477681,0.000243607,,,,,,,,,,,,,,
1.7,10000,-1.890186999,0.018024975,-0.967504833,0.006537825,0.000111293,4.54E-06,2.52E-05,1.23E-06,,,,,,,,,,,,,,
1.71,10000,-1.885186555,0.017060581,0.965862166,0.00623754,0.000100273,4.07E-06,2.26E-05,6.48E-07,,,,,,,,,,,,,,
1.72,10000,-1.768206,0.018312759,-0.316868222,0.042260298,0.000112059,3.74E-06,0.001031693,5.22E-05,,,,,,,,,,,,,,
1.73,10000,-1.761364889,0.019081276,0.146688389,0.068640051,0.000122903,4.67E-06,0.002709586,0.000146011,,,,,,,,,,,,,,
1.74,10000,-1.746803333,0.020037516,0.024901278,0.070069975,0.000132368,6.97E-06,0.002826793,7.22E-05,,,,,,,,,,,,,,
1.75,10000,-1.866925001,0.018964899,0.95962411,0.006908658,0.000117536,4.85E-06,2.72E-05,1.16E-06,,,,,,,,,,,,,,
1.76,10000,-1.864599001,0.018673495,0.958986944,0.006711012,0.00011246,3.96E-06,2.56E-05,1.21E-06,,,,,,,,,,,,,,
1.77,10000,-1.750985333,0.031619446,0.476059833,0.193741091,0.000317328,1.98E-05,0.021189618,0.000687278,,,,,,,,,,,,,,
1.78,10000,-1.857750556,0.020362453,-0.956319888,0.007785344,0.000130102,7.54E-06,3.40E-05,1.74E-06,,,,,,,,,,,,,,
1.79,10000,-1.852886668,0.020774497,-0.954708722,0.008026272,0.000134024,4.18E-06,3.57E-05,5.34E-07,,,,,,,,,,,,,,
1.8,10000,-1.846456778,0.022020053,-0.9527755,0.008369854,0.000149011,6.89E-06,3.87E-05,1.38E-06,,,,,,,,,,,,,,
1.81,10000,-1.720559778,0.022920911,0.144180333,0.050840259,0.00016021,5.27E-06,0.001426082,3.21E-05,,,,,,,,,,,,,,
1.82,10000,-1.720125444,0.023256353,-0.071950722,0.065475584,0.00016293,7.81E-06,0.002350123,9.11E-05,,,,,,,,,,,,,,
1.83,10000,-1.832102002,0.020426553,0.9476925,0.007868122,0.000124592,8.13E-06,3.40E-05,1.72E-06,,,,,,,,,,,,,,
1.84,10000,-1.810463112,0.03500788,-0.900816277,0.098077885,0.000360744,1.76E-05,0.005195876,0.00056896,,,,,,,,,,,,,,
1.85,10000,-1.808697224,0.03007259,0.917431666,0.050180424,0.000264609,1.46E-05,0.001345824,6.02E-05,,,,,,,,,,,,,,
1.86,10000,-1.812990557,0.024774916,-0.940844388,0.009740326,0.000175962,7.09E-06,5.11E-05,1.79E-06,,,,,,,,,,,,,,
1.87,10000,-1.810870779,0.022495556,-0.939881944,0.008902772,0.000145485,6.81E-06,4.25E-05,1.17E-06,,,,,,,,,,,,,,
1.88,10000,-1.804962667,0.022765403,0.937199833,0.009562972,0.000146816,3.82E-06,4.86E-05,2.16E-06,,,,,,,,,,,,,,
1.89,10000,-1.674427444,0.026198536,0.204295833,0.082407884,0.000191442,7.13E-06,0.003586538,0.000145004,,,,,,,,,,,,,,
1.9,10000,-1.667847888,0.02647223,0.276494389,0.185490959,0.000195124,4.71E-06,0.018110644,0.0007567,,,,,,,,,,,,,,
1.91,10000,-1.768418,0.038251762,-0.874169667,0.101240857,0.000399521,1.86E-05,0.005302334,0.000167417,,,,,,,,,,,,,,
1.92,10000,-1.665443999,0.030407485,-0.476569055,0.060708052,0.000252468,1.14E-05,0.00189418,0.000123096,,,,,,,,,,,,,,
1.93,10000,-1.771045444,0.026689283,-0.923554667,0.012184144,0.000190243,1.00E-05,7.73E-05,3.89E-06,,,,,,,,,,,,,,
1.94,10000,-1.772603223,0.026764629,-0.925036834,0.012034997,0.000192171,1.03E-05,7.49E-05,3.44E-06,,,,,,,,,,,,,,
1.95,10000,-1.755400777,0.027177662,-0.916444167,0.013914203,0.000195999,6.24E-06,9.85E-05,5.16E-06,,,,,,,,,,,,,,
1.96,10000,-1.745531444,0.028581598,0.912901778,0.013779816,0.000211302,8.97E-06,9.66E-05,3.30E-06,,,,,,,,,,,,,,
1.97,10000,-1.743426334,0.027495025,-0.912841667,0.012484793,0.000191808,1.07E-05,7.84E-05,2.37E-06,,,,,,,,,,,,,,
1.98,10000,-1.723384444,0.029114125,-0.902304944,0.014578281,0.000216121,8.30E-06,0.00010675,5.67E-06,,,,,,,,,,,,,,
1.99,10000,-1.720950999,0.030955228,-0.897576111,0.029112131,0.000242145,9.88E-06,0.000423288,3.08E-05,,,,,,,,,,,,,,
2,10000,-1.717054778,0.029436483,0.899149167,0.015255871,0.000214412,9.11E-06,0.000116005,2.57E-06,,,,,,,,,,,,,,
2.01,10000,-1.708883555,0.030604684,-0.897377112,0.01461367,0.000231772,1.17E-05,0.000105907,3.82E-06,,,,,,,,,,,,,,
2.02,10000,-1.699154777,0.033814644,0.892208111,0.017552948,0.000277915,9.37E-06,0.000153392,4.15E-06,,,,,,,,,,,,,,
2.03,10000,-1.684107888,0.033181725,-0.880892333,0.022868344,0.000266784,6.31E-06,0.000257595,1.17E-05,,,,,,,,,,,,,,
2.04,10000,-1.680671332,0.033520485,0.880111167,0.019459081,0.000269318,1.29E-05,0.000186548,6.93E-06,,,,,,,,,,,,,,
2.05,10000,-1.670180332,0.033172805,-0.877084222,0.01869066,0.000260615,6.51E-06,0.000169756,3.59E-06,,,,,,,,,,,,,,
2.06,10000,-1.660792444,0.034744949,-0.869595444,0.023852657,0.000282216,7.97E-06,0.00027687,1.61E-05,,,,,,,,,,,,,,
2.07,10000,-1.653630222,0.032198247,0.869855666,0.018470913,0.000240986,1.10E-05,0.00016451,6.63E-06,,,,,,,,,,,,,,
2.08,10000,-1.636439444,0.037106783,-0.859156444,0.022807707,0.000318182,1.37E-05,0.000250412,9.16E-06,,,,,,,,,,,,,,
2.09,10000,-1.626347889,0.042618934,0.851979944,0.031847376,0.000416804,1.30E-05,0.00048912,3.28E-05,,,,,,,,,,,,,,
2.1,10000,-1.618986333,0.035933965,-0.850362389,0.023821849,0.00028955,1.55E-05,0.000270102,1.16E-05,,,,,,,,,,,,,,
2.11,10000,-1.602540778,0.035416594,0.839962,0.023807262,0.00028452,1.34E-05,0.000267251,1.46E-05,,,,,,,,,,,,,,
2.12,10000,-1.468873444,0.036278387,-0.050866056,0.135583209,0.000293391,1.03E-05,0.008652818,0.000229116,,,,,,,,,,,,,,
