-0.0048848,-5e-05,1.0084e-06
-0.0048536,-4.9606e-05,1.0004e-06
-0.0048186,-4.9213e-05,9.9317e-07
-0.0047902,-4.8819e-05,9.8449e-07
-0.0047538,-4.8425e-05,9.775e-07
-0.0047258,-4.8031e-05,9.6943e-07
-0.0046914,-4.7638e-05,9.6175e-07
-0.0046635,-4.7244e-05,9.5397e-07
-0.0046242,-4.685e-05,9.4576e-07
-0.004593,-4.6457e-05,9.3778e-07
-0.0045617,-4.6063e-05,9.2955e-07
-0.0045302,-4.5669e-05,9.2315e-07
-0.0045002,-4.5276e-05,9.1485e-07
-0.0044683,-4.4882e-05,9.0657e-07
-0.0044398,-4.4488e-05,8.9886e-07
-0.0044041,-4.4094e-05,8.9196e-07
-0.0043761,-4.3701e-05,8.8392e-07
-0.0043415,-4.3307e-05,8.7583e-07
-0.0043141,-4.2913e-05,8.6804e-07
-0.0042816,-4.252e-05,8.5961e-07
-0.0042479,-4.2126e-05,8.5227e-07
-0.0042181,-4.1732e-05,8.4449e-07
-0.0041846,-4.1339e-05,8.3746e-07
-0.0041573,-4.0945e-05,8.2925e-07
-0.0041181,-4.0551e-05,8.2207e-07
-0.0040888,-4.0157e-05,8.1325e-07
-0.0040547,-3.9764e-05,8.06e-07
-0.0040274,-3.937e-05,7.9909e-07
-0.0039943,-3.8976e-05,7.899e-07
-0.0039607,-3.8583e-05,7.8288e-07
-0.0039333,-3.8189e-05,7.7423e-07
-0.0038996,-3.7795e-05,7.6725e-07
-0.0038731,-3.7402e-05,7.5947e-07
-0.0038372,-3.7008e-05,7.5174e-07
-0.0038082,-3.6614e-05,7.4449e-07
-0.0037753,-3.622e-05,7.3596e-07
-0.0037452,-3.5827e-05,7.2898e-07
-0.0037132,-3.5433e-05,7.2015e-07
-0.0036812,-3.5039e-05,7.1358e-07
-0.0036514,-3.4646e-05,7.0462e-07
-0.003614,-3.4252e-05,6.9766e-07
-0.0035873,-3.3858e-05,6.9056e-07
-0.0035496,-3.3465e-05,6.816e-07
-0.0035197,-3.3071e-05,6.7418e-07
-0.0034879,-3.2677e-05,6.6576e-07
-0.0034598,-3.2283e-05,6.5891e-07
-0.0034299,-3.189e-05,6.5078e-07
-0.0033973,-3.1496e-05,6.4464e-07
-0.0033694,-3.1102e-05,6.3418e-07
-0.0033361,-3.0709e-05,6.2745e-07
-0.0033101,-3.0315e-05,6.1905e-07
-0.0032772,-2.9921e-05,6.1345e-07
-0.0032528,-2.9528e-05,6.0427e-07
-0.0032171,-2.9134e-05,5.9701e-07
-0.0031949,-2.874e-05,5.8939e-07
-0.0031623,-2.8346e-05,5.8173e-07
-0.0031335,-2.7953e-05,5.7283e-07
-0.0031034,-2.7559e-05,5.6621e-07
-0.0030746,-2.7165e-05,5.5936e-07
-0.0030441,-2.6772e-05,5.5043e-07
-0.0030134,-2.6378e-05,5.4419e-07
-0.0029859,-2.5984e-05,5.3518e-07
-0.0029555,-2.5591e-05,5.2889e-07
-0.0029254,-2.5197e-05,5.2041e-07
-0.0028959,-2.4803e-05,5.139e-07
-0.0028661,-2.4409e-05,5.0568e-07
-0.0028356,-2.4016e-05,4.97e-07
-0.0028098,-2.3622e-05,4.9089e-07
-0.0027792,-2.3228e-05,4.8199e-07
-0.002755,-2.2835e-05,4.7559e-07
-0.0027254,-2.2441e-05,4.6653e-07
-0.0026965,-2.2047e-05,4.6017e-07
-0.0026697,-2.1654e-05,4.5092e-07
-0.0026423,-2.126e-05,4.4396e-07
-0.0026184,-2.0866e-05,4.3759e-07
-0.0025864,-2.0472e-05,4.2803e-07
-0.0025638,-2.0079e-05,4.2319e-07
-0.0025326,-1.9685e-05,4.142e-07
-0.0025123,-1.9291e-05,4.0932e-07
-0.002485,-1.8898e-05,3.9788e-07
-0.0024565,-1.8504e-05,3.9463e-07
-0.0024373,-1.811e-05,3.8405e-07
-0.0024081,-1.7717e-05,3.7814e-07
-0.002385,-1.7323e-05,3.6982e-07
-0.0023573,-1.6929e-05,3.6143e-07
-0.002337,-1.6535e-05,3.5708e-07
-0.0023118,-1.6142e-05,3.4682e-07
-0.002289,-1.5748e-05,3.4057e-07
-0.002263,-1.5354e-05,3.336e-07
-0.0022379,-1.4961e-05,3.2765e-07
-0.0022168,-1.4567e-05,3.17e-07
-0.0021923,-1.4173e-05,3.1144e-07
-0.0021733,-1.378e-05,3.0373e-07
-0.0021523,-1.3386e-05,2.9615e-07
-0.0021338,-1.2992e-05,2.9046e-07
-0.0021086,-1.2598e-05,2.8097e-07
-0.0020874,-1.2205e-05,2.7555e-07
-0.0020691,-1.1811e-05,2.6824e-07
-0.0020507,-1.1417e-05,2.6443e-07
-0.0020329,-1.1024e-05,2.5479e-07
-0.0020116,-1.063e-05,2.5074e-07
-0.0019931,-1.0236e-05,2.4009e-07
-0.0019719,-9.8425e-06,2.3445e-07
-0.0019577,-9.4488e-06,2.2871e-07
-0.0019325,-9.0551e-06,2.2369e-07
-0.0019153,-8.6614e-06,2.1711e-07
-0.0018961,-8.2677e-06,2.0893e-07
-0.0018788,-7.874e-06,2.0441e-07
-0.0018604,-7.4803e-06,1.9902e-07
-0.0018405,-7.0866e-06,1.9447e-07
-0.0018213,-6.6929e-06,1.8491e-07
-0.0017993,-6.2992e-06,1.809e-07
-0.0017878,-5.9055e-06,1.7504e-07
-0.0017633,-5.5118e-06,1.7261e-07
-0.0017462,-5.1181e-06,1.6704e-07
-0.0017231,-4.7244e-06,1.5722e-07
-0.0017048,-4.3307e-06,1.5735e-07
-0.0016825,-3.937e-06,1.5071e-07
-0.0016611,-3.5433e-06,1.4732e-07
-0.0016368,-3.1496e-06,1.4164e-07
-0.0016032,-2.7559e-06,1.4207e-07
-0.0015764,-2.3622e-06,1.3477e-07
-0.0015365,-1.9685e-06,1.4163e-07
-0.001499,-1.5748e-06,1.3284e-07
-0.0014443,-1.1811e-06,1.3149e-07
-0.0013753,-7.874e-07,1.4942e-07
-0.0012585,-3.937e-07,1.5618e-07
0,0,2.0632e-06
0.00060194,3.937e-07,1.3446e-07
0.00072784,7.874e-07,1.521e-07
0.00079194,1.1811e-06,1.341e-07
0.00084804,1.5748e-06,1.3153e-07
0.00088804,1.9685e-06,1.3886e-07
0.00092504,2.3622e-06,1.383e-07
0.00095524,2.7559e-06,1.4822e-07
0.00098564,3.1496e-06,1.397e-07
0.0010122,3.5433e-06,1.5103e-07
