-0.0042581,-5e-05,1.1614e-07,-4.9769e-05,1.18,0.02
-0.0042279,-4.9606e-05,1.235e-07,-4.9408e-05,4.2,0.32
-0.0042191,-5e-05,1.154e-07,-4.9302e-05,77.988,1
-0.0041983,-4.9213e-05,1.1326e-07,-4.9051e-05,1.2808,0
-0.0041946,-4.9606e-05,1.1802e-07,-4.9006e-05,0,0
-0.0041694,-4.9213e-05,1.207e-07,-4.8699e-05,0,0
-0.004168,-4.8819e-05,1.2254e-07,-4.8682e-05,0,0
-0.0041384,-4.8819e-05,1.1568e-07,-4.8319e-05,0,0
-0.0041378,-4.8425e-05,1.1978e-07,-4.8311e-05,0,0
-0.0041119,-4.8425e-05,1.2379e-07,-4.7991e-05,0,0
-0.0041098,-4.8031e-05,1.2539e-07,-4.7965e-05,0,0
-0.0040845,-4.8031e-05,1.1518e-07,-4.765e-05,0,0
-0.0040829,-4.7638e-05,1.1671e-07,-4.763e-05,0,0
-0.0040537,-4.7638e-05,1.2451e-07,-4.7264e-05,0,0
-0.0040515,-4.7244e-05,1.1911e-07,-4.7236e-05,0,0
-0.004027,-4.7244e-05,1.1889e-07,-4.6927e-05,0,0
-0.0040178,-4.685e-05,1.1631e-07,-4.6811e-05,0,0
-0.0039908,-4.6457e-05,1.2738e-07,-4.6468e-05,0,0
-0.0039907,-4.685e-05,1.2335e-07,-4.6467e-05,0,0
-0.0039645,-4.6457e-05,1.1809e-07,-4.6132e-05,0,0
-0.0039581,-4.6063e-05,1.1575e-07,-4.6051e-05,0,0
-0.0039339,-4.5669e-05,1.1783e-07,-4.574e-05,0,0
-0.0039323,-4.6063e-05,1.1564e-07,-4.5719e-05,0,0
-0.0039058,-4.5669e-05,1.2059e-07,-4.5378e-05,0,0
-0.0039002,-4.5276e-05,1.199e-07,-4.5305e-05,0,0
-0.0038752,-4.5276e-05,1.2136e-07,-4.4981e-05,0,0
-0.0038728,-4.4882e-05,1.1637e-07,-4.495e-05,0,0
-0.003848,-4.4882e-05,1.2104e-07,-4.4628e-05,0,0
-0.0038435,-4.4488e-05,1.1879e-07,-4.4569e-05,0,0
-0.0038187,-4.4488e-05,1.1622e-07,-4.4245e-05,0,0
-0.0038165,-4.4094e-05,1.2018e-07,-4.4216e-05,0,0
-0.0037892,-4.4094e-05,1.1899e-07,-4.3858e-05,0,0
-0.0037858,-4.3701e-05,1.227e-07,-4.3814e-05,0,0
-0.0037627,-4.3701e-05,1.1777e-07,-4.351e-05,0,0
-0.0037569,-4.3307e-05,1.1818e-07,-4.3433e-05,0,0
-0.0037316,-4.3307e-05,1.2254e-07,-4.3099e-05,0,0
-0.003729,-4.2913e-05,1.1836e-07,-4.3065e-05,0,0
-0.0037059,-4.2913e-05,1.1701e-07,-4.2758e-05,0,0
-0.0036964,-4.252e-05,1.1898e-07,-4.2632e-05,0,0
-0.0036734,-4.2126e-05,1.1564e-07,-4.2326e-05,0,0
-0.0036709,-4.252e-05,1.1631e-07,-4.2293e-05,0,0
-0.003644,-4.1732e-05,1.2409e-07,-4.1934e-05,0,0
-0.0036434,-4.2126e-05,1.2548e-07,-4.1926e-05,0,0
-0.0036153,-4.1339e-05,1.1451e-07,-4.155e-05,0,0
-0.0036126,-4.1732e-05,1.185e-07,-4.1514e-05,0,0
-0.0035888,-4.0945e-05,1.2291e-07,-4.1195e-05,0,0
-0.0035848,-4.1339e-05,1.2242e-07,-4.1141e-05,0,0
-0.0035553,-4.0945e-05,1.1398e-07,-4.0744e-05,0,0
-0.0035544,-4.0551e-05,1.1933e-07,-4.0732e-05,0,0
-0.0035288,-4.0157e-05,1.227e-07,-4.0387e-05,0,0
-0.0035208,-4.0551e-05,1.1882e-07,-4.0279e-05,0,0
-0.0034964,-3.9764e-05,1.2519e-07,-3.9948e-05,0,0
-0.0034955,-4.0157e-05,1.1761e-07,-3.9936e-05,0,0
-0.0034715,-3.9764e-05,1.2563e-07,-3.9611e-05,0,0
-0.0034705,-3.937e-05,1.1911e-07,-3.9597e-05,0,0
-0.0034477,-3.937e-05,1.2006e-07,-3.9287e-05,0,0
-0.0034372,-3.8976e-05,1.2324e-07,-3.9144e-05,0,0
-0.0034204,-3.8976e-05,1.2195e-07,-3.8915e-05,0,0
-0.0034106,-3.8583e-05,1.1543e-07,-3.8781e-05,0,0
-0.0033951,-3.8583e-05,1.1796e-07,-3.857e-05,0,0
-0.0033805,-3.8189e-05,1.2232e-07,-3.837e-05,0,0
-0.0033616,-3.8189e-05,1.1866e-07,-3.8111e-05,0,0
-0.0033504,-3.7795e-05,1.1879e-07,-3.7957e-05,0,0
-0.0033346,-3.7795e-05,1.1809e-07,-3.774e-05,0,0
-0.003325,-3.7402e-05,1.2442e-07,-3.7608e-05,0,0
