N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
2.149,100,0.004190081,0.000791396,-0.000621761,-0.001368734,-0.001647945,-0.00188755,-0.002061629,-0.00207505,-0.002129918,0.003575345,0.001897168,0.000902607,0.000853406,0.001201937,0.001611943,0.001769182,0.001767205,0.001898819,,,,,,,,
2.154,100,0.004542752,0.000993672,-0.000444354,-0.001227248,-0.001763037,-0.002002379,-0.002248958,-0.002289616,-0.002294747,0.003451673,0.002007229,0.001101941,0.000737578,0.001076947,0.001487645,0.00181315,0.001987413,0.002047547,,,,,,,,
2.159,100,0.003957646,0.000714751,-0.00056038,-0.001233537,-0.001610115,-0.001849589,-0.001951826,-0.002028405,-0.002012879,0.003304178,0.001954086,0.001093108,0.000702103,0.001013053,0.001301568,0.001607851,0.001938305,0.002069827,,,,,,,,
2.164,100,0.004037581,0.000755212,-0.00068505,-0.00128505,-0.001693734,-0.001867813,-0.001835445,-0.001948076,-0.00200584,0.003230314,0.001841423,0.001231191,0.000854804,0.001035936,0.001356169,0.001617847,0.00185921,0.002011376,,,,,,,,
2.169,100,0.004247515,0.000811988,-0.000626037,-0.001305774,-0.001663668,-0.001944984,-0.001999194,-0.002208142,-0.002230379,0.003943781,0.002205186,0.0011602,0.000976644,0.001386289,0.001714377,0.001787869,0.001956778,0.002175575,,,,,,,,
2.174,100,0.003828437,0.000653831,-0.000638142,-0.001273932,-0.001519195,-0.001709721,-0.001876958,-0.00194801,-0.002003537,0.003235856,0.00191938,0.000931625,0.000930811,0.001113772,0.001170869,0.00142486,0.001680363,0.001978175,,,,,,,,
2.179,100,0.004778844,0.00101108,-0.000595629,-0.001400103,-0.00187905,-0.00210076,-0.002244839,-0.00235155,-0.002495103,0.003127358,0.001896571,0.001226468,0.000829892,0.001101789,0.001448909,0.001614813,0.001956406,0.002169049,,,,,,,,
2.184,100,0.003963818,0.000483817,-0.000729998,-0.001408287,-0.001678418,-0.00172105,-0.001937497,-0.001993418,-0.001884734,0.002732223,0.001406193,0.000923948,0.000867701,0.000966375,0.001018497,0.001192243,0.001351137,0.001493409,,,,,,,,
2.189,100,0.006303184,0.001750027,-0.000346551,-0.001602603,-0.002322997,-0.00270155,-0.002946419,-0.003143525,-0.003198657,0.004572826,0.002819866,0.001635285,0.001122144,0.001316218,0.001917716,0.002421625,0.002746732,0.003019825,,,,,,,,
2.194,100,0.005350424,0.001379633,-0.000470103,-0.001487734,-0.001911023,-0.002420892,-0.002660103,-0.002788655,-0.002768261,0.004472041,0.002723276,0.001442991,0.000941954,0.001330648,0.00199482,0.002430205,0.002569475,0.002795351,,,,,,,,
2.199,100,0.0042467,0.000544989,-0.001011458,-0.001601063,-0.001820931,-0.001866194,-0.001873299,-0.001928036,-0.001921194,0.002914892,0.00142942,0.00096832,0.001036427,0.001256364,0.001378888,0.001299847,0.001419659,0.001422806,,,,,,,,
2.204,100,0.005993027,0.001721712,-0.000323814,-0.001326577,-0.00211605,-0.002609865,-0.002976181,-0.003111445,-0.003297103,0.004454467,0.002734513,0.001587232,0.001016213,0.001216793,0.001871038,0.002311908,0.00267895,0.002901395,,,,,,,,
2.209,100,0.006173395,0.001679317,-0.000381603,-0.001470155,-0.002209892,-0.002653971,-0.003009892,-0.003135287,-0.003169366,0.004412859,0.002653596,0.001389995,0.001126087,0.001414642,0.001790865,0.002249599,0.002705825,0.002876407,,,,,,,,
2.214,100,0.006378118,0.001782594,-0.000301354,-0.0014528,-0.002215826,-0.002703195,-0.003055431,-0.003334247,-0.003519905,0.00400917,0.002326734,0.001168342,0.001045646,0.001200958,0.001517801,0.001916911,0.00226094,0.002686741,,,,,,,,
2.219,100,0.004546462,0.000859752,-0.000685511,-0.001525247,-0.002030905,-0.001982616,-0.002182484,-0.002199589,-0.002226694,0.002889814,0.001678812,0.001054848,0.00092407,0.001143991,0.00119584,0.001451683,0.001599561,0.001798403,,,,,,,,
2.224,100,0.0078815,0.002818607,0.000167029,-0.001451392,-0.002482313,-0.003275075,-0.003763102,-0.00421863,-0.004533106,0.005711407,0.003837938,0.002190082,0.001153178,0.001462434,0.002161607,0.002957472,0.003571834,0.004098879,,,,,,,,
2.229,100,0.005873961,0.001449751,-0.000583011,-0.001669721,-0.00221801,-0.002638668,-0.002758011,-0.0029213,-0.0029913,0.004242786,0.00229057,0.001185227,0.000998133,0.001506826,0.001785595,0.002096994,0.002251123,0.002505228,,,,,,,,
2.234,100,0.00667037,0.001819317,-0.000468182,-0.001819892,-0.00243726,-0.002775945,-0.003069366,-0.003240683,-0.003349499,0.004742173,0.003001486,0.00183539,0.001174301,0.001251872,0.001868285,0.002390283,0.002986407,0.003247593,,,,,,,,
2.239,100,0.008776421,0.003190764,0.000205897,-0.001511734,-0.002822524,-0.003671208,-0.00425805,-0.004683973,-0.004869764,0.0056741,0.003780563,0.002277151,0.001556491,0.001487396,0.002222948,0.003023431,0.003682428,0.004183626,,,,,,,,
2.244,100,0.007370908,0.002057752,-0.000455537,-0.001720668,-0.00262172,-0.003191983,-0.003372904,-0.003579352,-0.003714089,0.004436123,0.002647705,0.00161309,0.001203212,0.001507952,0.001881931,0.002361609,0.002610386,0.002858807,,,,,,,,
2.249,100,0.00825946,0.002839988,0.000186699,-0.001372379,-0.002588168,-0.003462773,-0.004111854,-0.004585408,-0.004733172,0.005760938,0.003707999,0.002122853,0.001351367,0.001641124,0.002238493,0.003049533,0.003637052,0.004107317,,,,,,,,
2.254,100,0.009433104,0.003644159,0.000470081,-0.001505051,-0.002958471,-0.003869523,-0.004515577,-0.005076106,-0.005496634,0.005906041,0.003978603,0.00240994,0.001529501,0.001606731,0.00241747,0.003080334,0.003769685,0.004356494,,,,,,,,
2.259,100,0.010419393,0.004107817,0.000690712,-0.001428498,-0.002953498,-0.004283366,-0.005234419,-0.005767579,-0.006030344,0.005748291,0.003823784,0.002253655,0.001293966,0.001602901,0.002291832,0.003112157,0.003741013,0.004280568,,,,,,,,
2.264,100,0.010954288,0.004211265,0.000670607,-0.001663998,-0.003424261,-0.004693734,-0.005487947,-0.005969001,-0.006026502,0.005204369,0.003652523,0.002441002,0.001689258,0.00183518,0.002202282,0.002961432,0.003645036,0.004122068,,,,,,,,
2.269,100,0.010192657,0.00373437,0.000303054,-0.001826945,-0.003239708,-0.004235497,-0.004885497,-0.00527142,-0.005648,0.005547013,0.003309889,0.002206523,0.001534213,0.001822852,0.00225929,0.002848499,0.00344667,0.003858345,,,,,,,,
2.274,100,0.009156224,0.003247541,0.000259515,-0.001646932,-0.003004037,-0.003943905,-0.004429695,-0.004786275,-0.005048513,0.005743471,0.003416385,0.001866942,0.00124946,0.001824586,0.002527162,0.003029123,0.003414203,0.003691054,,,,,,,,
2.279,100,0.010898683,0.004235001,0.000722107,-0.001713551,-0.003289603,-0.00434026,-0.005352761,-0.005996184,-0.006314343,0.005077413,0.003430037,0.002183972,0.00156227,0.001567289,0.002041915,0.002901093,0.003416482,0.003865317,,,,,,,,
2.284,100,0.008035224,0.002434699,-0.000230827,-0.001852142,-0.002783063,-0.003533195,-0.003878852,-0.004084511,-0.004262538,0.0052576,0.00340493,0.002194339,0.001398211,0.001629704,0.002233973,0.002816852,0.003469627,0.003890404,,,,,,,,
2.289,100,0.008588856,0.002857937,-0.000125354,-0.001710879,-0.00269101,-0.003463379,-0.004066406,-0.004446275,-0.004782065,0.005831611,0.003483392,0.001955558,0.001463269,0.001696811,0.002231649,0.002993983,0.003499553,0.003833607,,,,,,,,
2.294,100,0.010928802,0.004051172,0.000281436,-0.001909221,-0.003369747,-0.004515142,-0.005344354,-0.005721329,-0.00579554,0.005861268,0.0036699,0.002342365,0.001555613,0.001892542,0.002416646,0.003163833,0.003629323,0.004002089,,,,,,,,
2.299,100,0.010945723,0.004083357,0.000504673,-0.001865722,-0.003421643,-0.004452957,-0.005283222,-0.005763092,-0.006149541,0.005378005,0.003470096,0.002108449,0.00153825,0.001689015,0.002200097,0.002794861,0.003499154,0.004022478,,,,,,,,
2.304,100,0.008673578,0.002831344,3.44E-05,-0.001734708,-0.00286326,-0.003610628,-0.004255628,-0.004555103,-0.004783393,0.004584171,0.003019767,0.001982012,0.001429729,0.001399405,0.001847757,0.002471294,0.003056407,0.003285565,,,,,,,,
2.309,100,0.011151053,0.003984344,0.000233423,-0.002018419,-0.003409865,-0.004463286,-0.005283156,-0.005807237,-0.00590408,0.005696175,0.003506283,0.002290978,0.001623185,0.001762406,0.002399148,0.003150044,0.003626543,0.003969378,,,,,,,,
2.314,100,0.009654039,0.003176409,-0.000137275,-0.001956222,-0.003189116,-0.004008589,-0.004593984,-0.004959249,-0.005226091,0.005354082,0.00328705,0.00203646,0.001290676,0.00157049,0.002328485,0.002791349,0.003182703,0.003606809,,,,,,,,
2.319,100,0.009844843,0.003576554,0.000217607,-0.001983445,-0.003215681,-0.004190944,-0.004764235,-0.005163052,-0.005450421,0.005142038,0.003712388,0.002420991,0.001765398,0.001572068,0.002075808,0.002824371,0.003485588,0.004113809,,,,,,,,
2.324,100,0.008930157,0.00302345,-0.000102208,-0.001961813,-0.003123918,-0.003700365,-0.004148391,-0.00447734,-0.004771815,0.004693204,0.00295332,0.001724214,0.001344787,0.001518123,0.00197824,0.002457891,0.002942091,0.003477892,,,,,,,,
2.329,100,0.010548275,0.003610383,0.000192751,-0.001989748,-0.003379878,-0.004368168,-0.005011326,-0.005531591,-0.005810803,0.005039106,0.003243823,0.001999699,0.001324279,0.001690779,0.002175178,0.002647878,0.003248385,0.003538542,,,,,,,,
2.334,100,0.011152132,0.003891344,0.000269765,-0.002051682,-0.003606945,-0.004648524,-0.00540984,-0.005606552,-0.006141553,0.005077955,0.003501282,0.002289435,0.001566081,0.001885378,0.002360904,0.002973703,0.003427026,0.00385717,,,,,,,,
2.339,100,0.01100363,0.003939028,0.000198896,-0.002102024,-0.00346755,-0.004655839,-0.005356629,-0.005628473,-0.005970711,0.00510959,0.003231133,0.002100903,0.001430966,0.001716412,0.002227133,0.00284425,0.003342114,0.003686969,,,,,,,,
2.344,100,0.012087841,0.004211659,0.000129686,-0.002236893,-0.003903471,-0.00495755,-0.005761893,-0.006156896,-0.006386501,0.005255702,0.003443789,0.002336767,0.00179814,0.001786777,0.002297983,0.002777606,0.003560134,0.004032935,,,,,,,,
2.349,100,0.010125802,0.003358699,-1.50E-05,-0.001983142,-0.003334194,-0.00420301,-0.004751564,-0.005241039,-0.005543014,0.005017166,0.003459123,0.002104034,0.001371544,0.001568956,0.00215193,0.002745969,0.003317752,0.003738167,,,,,,,,
2.354,100,0.013871801,0.005467331,0.000866014,-0.002167669,-0.004361484,-0.005652405,-0.006639511,-0.00714767,-0.007586883,0.004390483,0.003350905,0.002416276,0.001682264,0.001811823,0.001923387,0.002495842,0.003021436,0.00378702,,,,,,,,
2.359,100,0.011936488,0.004371226,0.000155962,-0.002246143,-0.003864036,-0.005119695,-0.005726011,-0.006249697,-0.006327856,0.005283739,0.003534217,0.002411006,0.001853392,0.001991912,0.002326259,0.002943428,0.003515947,0.003763813,,,,,,,,
2.364,100,0.012908696,0.005062646,0.000670936,-0.00185288,-0.003773274,-0.005372484,-0.006330381,-0.006942488,-0.007265253,0.005228147,0.003701912,0.002344241,0.00186524,0.001632303,0.002273991,0.002923567,0.003655212,0.004169122,,,,,,,,
2.369,100,0.011903196,0.004338725,0.000106357,-0.002330748,-0.003957458,-0.004759695,-0.005472064,-0.006042723,-0.006312461,0.00509075,0.003487391,0.002346453,0.001643909,0.001860482,0.002347319,0.002856686,0.003202865,0.003671867,,,,,,,,
2.374,100,0.012292273,0.004506752,0.000463725,-0.001970353,-0.003729957,-0.005006273,-0.005938774,-0.006572328,-0.006826804,0.004309607,0.003071326,0.002188422,0.001526301,0.001722234,0.00209059,0.00266334,0.003098558,0.003571071,,,,,,,,
2.379,100,0.011752144,0.004408988,0.000340436,-0.002254563,-0.003715483,-0.004755089,-0.005695223,-0.006221277,-0.006448515,0.005518233,0.003762548,0.002422608,0.001678028,0.001718792,0.002323853,0.003076051,0.003662306,0.004049912,,,,,,,,
2.384,100,0.01334771,0.005312448,0.000814949,-0.002032945,-0.004093208,-0.005533866,-0.00652821,-0.007047555,-0.00749032,0.004906425,0.003617317,0.002572596,0.001850446,0.001696214,0.002076658,0.003023803,0.00358132,0.00415021,,,,,,,,
2.389,100,0.012969199,0.004974594,0.000670383,-0.002168827,-0.00405909,-0.005241457,-0.006217774,-0.006712118,-0.007207252,0.004801199,0.003444019,0.002394273,0.001947949,0.001833746,0.002134183,0.002710681,0.003377177,0.004098879,,,,,,,,
2.394,100,0.013167644,0.004880146,0.000623304,-0.00195038,-0.003997484,-0.005529457,-0.006419327,-0.006899987,-0.007490911,0.004604283,0.003234837,0.002395829,0.001659045,0.001507302,0.001835909,0.00249767,0.003351066,0.003912979,,,,,,,,
2.399,100,0.01235929,0.004635343,0.00036008,-0.002156762,-0.003981366,-0.005246234,-0.005889524,-0.006380711,-0.006703343,0.004928134,0.003533282,0.002412337,0.001714687,0.001618315,0.002188683,0.002643123,0.003415103,0.003927428,,,,,,,,
2.404,100,0.01299696,0.004521304,9.20E-05,-0.002637511,-0.004210931,-0.005456852,-0.006113037,-0.006446985,-0.006601197,0.004079373,0.002987351,0.002296738,0.001981654,0.001936673,0.002041982,0.002405804,0.002971168,0.003490924,,,,,,,,
2.409,100,0.013961459,0.005403173,0.000820804,-0.002086301,-0.004273406,-0.005972879,-0.006684327,-0.007116566,-0.007589858,0.004469653,0.003115489,0.00235795,0.001815799,0.001743816,0.00204937,0.002592032,0.003190253,0.003672655,,,,,,,,
2.414,100,0.014902791,0.006032001,0.000936475,-0.002289051,-0.004496682,-0.006182866,-0.007159709,-0.007871554,-0.008367214,0.004074526,0.003144076,0.002456597,0.001839442,0.001858666,0.00206417,0.002486655,0.002876688,0.003330757,,,,,,,,
2.419,100,0.012680408,0.004402515,2.34E-05,-0.002453932,-0.003933668,-0.005475247,-0.006214722,-0.006428802,-0.006606436,0.004590337,0.003258291,0.002238195,0.001794575,0.001920687,0.001975817,0.002468253,0.003099238,0.003740458,,,,,,,,
2.429,100,0.013791762,0.005148607,0.000290185,-0.002677446,-0.004567445,-0.005920997,-0.006517051,-0.006942316,-0.007119423,0.004423074,0.003087612,0.00225806,0.002038333,0.002066011,0.002053401,0.002606211,0.002894512,0.003421871,,,,,,,,
2.439,100,0.014372738,0.005378527,0.000665238,-0.002428051,-0.004472524,-0.005678839,-0.006671471,-0.007523974,-0.007996476,0.004337443,0.003252124,0.002451366,0.001842374,0.001932876,0.002004754,0.002501854,0.0030196,0.003571845,,,,,,,,
2.449,100,0.014420565,0.005515041,0.000800698,-0.002452854,-0.004570748,-0.005965353,-0.006956802,-0.007670356,-0.008002595,0.003786628,0.002862438,0.002431573,0.001657712,0.001546484,0.001649154,0.002286416,0.002778555,0.00337872,,,,,,,,
2.459,100,0.015312372,0.006263159,0.001054738,-0.002178552,-0.004630261,-0.006448024,-0.007780394,-0.008305791,-0.008663556,0.003471491,0.003040915,0.002469899,0.001934532,0.001829717,0.002038617,0.002251079,0.002855164,0.003621488,,,,,,,,
2.469,100,0.013239778,0.004475961,0.000109119,-0.002430617,-0.004195748,-0.005363774,-0.006310616,-0.006794828,-0.007304436,0.004093218,0.0029528,0.00207747,0.001703853,0.001476926,0.00188129,0.002212929,0.002695675,0.003360347,,,,,,,,
2.479,100,0.013839712,0.005135633,0.000318396,-0.002455419,-0.004532392,-0.005717392,-0.006527393,-0.007086474,-0.007480555,0.004458391,0.0029676,0.002369927,0.001961959,0.001791615,0.002183049,0.002626833,0.003188429,0.003441795,,,,,,,,
2.489,100,0.01362388,0.004603225,-0.000357565,-0.003064932,-0.004647169,-0.005647432,-0.006203617,-0.006743092,-0.006921119,0.003653202,0.002699458,0.002073363,0.001877249,0.001900129,0.002061412,0.002293528,0.002780058,0.00316372,,,,,,,,
2.499,100,0.01484067,0.005607119,0.000592909,-0.00243117,-0.004736169,-0.006131301,-0.007190645,-0.007769858,-0.008047095,0.003190918,0.002739578,0.002141554,0.001949674,0.001814898,0.001720645,0.00223468,0.002551985,0.003022738,,,,,,,,
2.509,100,0.014051094,0.004706619,0.000188067,-0.002531275,-0.004466273,-0.005707063,-0.006734828,-0.007498383,-0.007521673,0.003852056,0.003085423,0.002697461,0.001649471,0.001658761,0.001952532,0.002613416,0.003105467,0.003398215,,,,,,,,
2.519,100,0.01458891,0.005225488,0.000400751,-0.002537933,-0.004638195,-0.006052142,-0.006949512,-0.007552541,-0.008009912,0.003830624,0.003019664,0.002506437,0.001998167,0.001729936,0.001940474,0.00250232,0.003053903,0.003662086,,,,,,,,
2.529,100,0.014899304,0.00509562,0.000379567,-0.002862538,-0.004761748,-0.006352931,-0.007263854,-0.007669514,-0.007780831,0.00274001,0.002592032,0.002247945,0.002050513,0.001872632,0.001724157,0.002021992,0.002432514,0.003015174,,,,,,,,
2.539,100,0.014684302,0.005108777,-9.08E-05,-0.002571881,-0.004406222,-0.005845169,-0.006779644,-0.007581225,-0.008113594,0.003064595,0.00247431,0.002081022,0.00173523,0.001529383,0.001646677,0.00215805,0.002676187,0.00296056,,,,,,,,
2.549,100,0.014785672,0.005074883,7.57E-05,-0.003106959,-0.0050313,-0.006117352,-0.0068638,-0.007311171,-0.00765091,0.003258857,0.002869092,0.00245179,0.002048064,0.001689857,0.001738293,0.002146349,0.002760735,0.00326244,,,,,,,,
2.559,100,0.014601974,0.005095264,0.000137238,-0.002752762,-0.004702235,-0.005910655,-0.006909735,-0.007681711,-0.008025397,0.002930558,0.002405302,0.002065397,0.001917298,0.001794509,0.001536895,0.001932729,0.002629839,0.003141521,,,,,,,,
2.569,100,0.014237594,0.004762462,-0.00024846,-0.003001091,-0.004976222,-0.0060728,-0.006702538,-0.007084513,-0.007392013,0.00288636,0.002416152,0.002285186,0.00200829,0.00188537,0.001773015,0.002147821,0.002379744,0.002855017,,,,,,,,
2.579,100,0.015283674,0.005175909,0.00017183,-0.002758038,-0.004666985,-0.006425406,-0.007310671,-0.007929752,-0.008177252,0.002614256,0.002544568,0.002467597,0.001858363,0.001852187,0.001760362,0.002044842,0.002521137,0.00294868,,,,,,,,
2.589,100,0.015207436,0.005160331,0.000174803,-0.002948749,-0.004799537,-0.006004536,-0.006906642,-0.007712038,-0.008302435,0.002441887,0.002561921,0.00246014,0.001836448,0.001520704,0.001679086,0.001831543,0.002275064,0.002820549,,,,,,,,
2.599,100,0.014706423,0.004789053,-0.000305289,-0.003252788,-0.004854893,-0.006088577,-0.006826077,-0.007379105,-0.007556606,0.002859883,0.002715581,0.002313641,0.001726193,0.001692633,0.001905869,0.0020486,0.00233235,0.00281184,,,,,,,,
2.609,100,0.014416489,0.004650699,-0.000387723,-0.003136012,-0.005186669,-0.00614509,-0.006784433,-0.007108118,-0.007179041,0.002896124,0.002496865,0.002329153,0.0020129,0.001890423,0.001810129,0.00202218,0.002564884,0.003188143,,,,,,,,
2.619,100,0.014614712,0.004661686,-0.000557,-0.003214894,-0.004932393,-0.006180288,-0.006737525,-0.007052264,-0.007430423,0.002862295,0.002617969,0.002329772,0.002182191,0.00197437,0.001924562,0.00197486,0.002658357,0.003217144,,,,,,,,
2.629,100,0.014693738,0.004708606,-0.000303631,-0.003168367,-0.005036393,-0.00615547,-0.006677709,-0.007139553,-0.007660475,0.002403693,0.002135671,0.002174393,0.002101758,0.001564639,0.001647952,0.00204919,0.002548991,0.002667879,,,,,,,,
2.639,100,0.014435267,0.00461329,-0.000168815,-0.003293157,-0.005121577,-0.006247235,-0.006848814,-0.006973552,-0.007252895,0.002724451,0.002711075,0.002505853,0.002119835,0.001771809,0.001888531,0.002110277,0.002378351,0.002912683,,,,,,,,
2.649,100,0.014057948,0.004384132,-0.000386526,-0.003198762,-0.004930998,-0.006183367,-0.006439025,-0.006999553,-0.007214686,0.002707155,0.002621285,0.002076005,0.001777746,0.001703204,0.001718189,0.001847804,0.002244861,0.002510391,,,,,,,,
2.659,100,0.013945857,0.003987435,-0.00088217,-0.003396775,-0.004868616,-0.005723353,-0.006298353,-0.006822434,-0.006900066,0.002801498,0.002376567,0.002234748,0.001970125,0.00176496,0.001751559,0.002183572,0.002400207,0.002771966,,,,,,,,
2.669,100,0.014266963,0.004294988,-0.000507776,-0.003426854,-0.004934484,-0.006180143,-0.006750669,-0.00702396,-0.007168829,0.002682859,0.002470835,0.001987068,0.002074052,0.001557678,0.001589856,0.0018602,0.002346425,0.002937959,,,,,,,,
2.679,100,0.013760697,0.00385833,-0.000725618,-0.003479433,-0.005020485,-0.005790354,-0.006382065,-0.006854433,-0.006808909,0.002658945,0.002558827,0.002156535,0.002084532,0.001933873,0.001818161,0.001918589,0.002356833,0.00288596,,,,,,,,
2.689,100,0.013559845,0.003764974,-0.000861999,-0.00325542,-0.004675025,-0.005769103,-0.006250682,-0.006618051,-0.006873447,0.002882494,0.002534926,0.002277284,0.00198179,0.001677878,0.001811683,0.002040013,0.002300517,0.002818098,,,,,,,,
2.699,100,0.014376871,0.004190817,-0.000770631,-0.003795367,-0.005034183,-0.006107472,-0.006641814,-0.006895762,-0.007033526,0.002228974,0.002289882,0.002253411,0.002053655,0.001657817,0.00154115,0.001806072,0.00224816,0.00287847,,,,,,,,
2.709,100,0.014185186,0.004067159,-0.000757052,-0.003278499,-0.00510613,-0.00609205,-0.006528762,-0.006851,-0.007182448,0.002377536,0.002189188,0.002051536,0.001823958,0.001477354,0.001603311,0.001871083,0.002303899,0.002839848,,,,,,,,
2.719,100,0.013617463,0.003834304,-0.000643197,-0.003179117,-0.005055169,-0.005680169,-0.006223327,-0.006792933,-0.00703004,0.002557786,0.00260252,0.002350398,0.002078466,0.001760672,0.001757312,0.001991532,0.002594577,0.003240168,,,,,,,,
2.729,100,0.013978672,0.003816698,-0.001176065,-0.003716591,-0.004993959,-0.005676459,-0.006395801,-0.006718039,-0.006775013,0.002219002,0.0024437,0.002322516,0.001947089,0.001840726,0.001818563,0.00198602,0.002375786,0.002918476,,,,,,,,
2.739,100,0.013964067,0.003873935,-0.001049092,-0.003769354,-0.005171328,-0.005878958,-0.006425801,-0.006644485,-0.006786067,0.002335676,0.002334013,0.002089274,0.002054079,0.001863051,0.001917126,0.001849961,0.002088145,0.003123202,,,,,,,,
2.749,100,0.013982739,0.004125369,-0.00076121,-0.003544498,-0.004989103,-0.005886998,-0.006534894,-0.00694621,-0.007283448,0.002377899,0.002354382,0.002369473,0.002005307,0.001572217,0.001881753,0.002029918,0.00217139,0.002593599,,,,,,,,
2.759,100,0.013576438,0.003668935,-0.001025671,-0.003385538,-0.004750143,-0.005593826,-0.006106984,-0.006679222,-0.007013434,0.002757915,0.002714007,0.002449741,0.001941048,0.001521178,0.001897932,0.002085319,0.002330886,0.002839169,,,,,,,,
2.769,100,0.013456383,0.003420198,-0.001064671,-0.003289538,-0.004739012,-0.005820328,-0.00619888,-0.006594145,-0.006830198,0.002624529,0.002518453,0.002123214,0.002037336,0.001784987,0.001746664,0.001931712,0.002468367,0.003172054,,,,,,,,
2.779,100,0.014039633,0.003554501,-0.001107736,-0.003641288,-0.004789841,-0.00574563,-0.006394051,-0.006834315,-0.006870369,0.002258386,0.001953115,0.002212556,0.001995795,0.001489081,0.001734334,0.001857696,0.002272507,0.002564404,,,,,,,,
2.789,100,0.013939804,0.003597698,-0.00130717,-0.00367217,-0.004878222,-0.005892828,-0.006288354,-0.006562302,-0.006953883,0.002219701,0.002331413,0.002249483,0.002045725,0.001898741,0.001726107,0.001794927,0.002222549,0.002776928,,,,,,,,
2.799,100,0.013924266,0.003494132,-0.001290868,-0.003820868,-0.005215341,-0.006014946,-0.006345341,-0.006390868,-0.006687974,0.002003463,0.002290798,0.002175459,0.001854393,0.001779875,0.001712975,0.001881968,0.002310604,0.002591942,,,,,,,,
2.809,100,0.013290002,0.003096842,-0.00151171,-0.00373513,-0.004915657,-0.005466973,-0.006090526,-0.006306711,-0.00663408,0.002800112,0.002499909,0.002255459,0.001953367,0.001735854,0.001803871,0.00211383,0.002425501,0.002664428,,,,,,,,
2.819,100,0.013451409,0.003378119,-0.001287802,-0.003766749,-0.005060039,-0.005550301,-0.006117144,-0.006539777,-0.006632277,0.002272432,0.002185199,0.00221171,0.00208778,0.001772506,0.001681806,0.001868122,0.002307484,0.002791431,,,,,,,,
2.829,100,0.013746369,0.003577948,-0.001518368,-0.004008236,-0.00536613,-0.00600271,-0.005966789,-0.006169816,-0.006579421,0.001999039,0.001931775,0.001724759,0.001759283,0.00166302,0.001695872,0.001918012,0.001903958,0.002424361,,,,,,,,
2.839,100,0.013773185,0.003531605,-0.001145763,-0.003578131,-0.004909841,-0.005772472,-0.006477209,-0.006637999,-0.006827474,0.002151395,0.002249023,0.002191322,0.001984999,0.001808836,0.001813428,0.001865549,0.00198984,0.002461488,,,,,,,,
2.849,100,0.013603764,0.003506658,-0.001409526,-0.003806236,-0.005305315,-0.005810446,-0.006158209,-0.006327814,-0.006252289,0.002067357,0.002071583,0.001912871,0.002039399,0.001748381,0.001762828,0.001742511,0.001970446,0.002596882,,,,,,,,
2.859,100,0.012821764,0.002789922,-0.001548894,-0.003675867,-0.004969551,-0.005613104,-0.006084288,-0.006030473,-0.005951395,0.002184027,0.002110697,0.002209299,0.002192206,0.00180112,0.001714065,0.00182943,0.002300194,0.002769094,,,,,,,,
2.869,100,0.013182514,0.00310475,-0.001350513,-0.003557618,-0.00506117,-0.005814591,-0.006216959,-0.006210644,-0.006365514,0.002541887,0.002202647,0.002150033,0.00175655,0.001796968,0.001587683,0.001786439,0.002240307,0.002676528,,,,,,,,
2.879,100,0.013261409,0.003109303,-0.001453723,-0.003973986,-0.004955565,-0.005622275,-0.006084775,-0.006262012,-0.006342933,0.002089302,0.002038186,0.002267136,0.002124111,0.001953647,0.001699598,0.00187274,0.002360842,0.002715241,,,,,,,,
2.889,100,0.013065002,0.002903027,-0.001678289,-0.003861051,-0.005288287,-0.00592026,-0.005919998,-0.006165524,-0.006192499,0.002321909,0.002058041,0.001937752,0.001883109,0.00177519,0.001634581,0.001921613,0.002239607,0.002661397,,,,,,,,
2.899,100,0.013181567,0.003160777,-0.001441066,-0.003804091,-0.005076064,-0.005823695,-0.006027249,-0.006305934,-0.006540408,0.00226007,0.002286132,0.002139221,0.002102397,0.001896503,0.001683762,0.001991491,0.002302701,0.002728069,,,,,,,,
2.909,100,0.012472265,0.002208842,-0.001902605,-0.00409142,-0.005300236,-0.00544892,-0.005697472,-0.005641946,-0.005612999,0.002242226,0.001978507,0.001990953,0.002029293,0.001717399,0.001805423,0.001544,0.001945424,0.002192115,,,,,,,,
2.919,100,0.013122475,0.003272342,-0.001150026,-0.003587789,-0.004818577,-0.005745156,-0.006064103,-0.006361736,-0.006692527,0.002456647,0.002336322,0.002003178,0.001923177,0.001961355,0.001736487,0.001616333,0.002187027,0.00275835,,,,,,,,
2.929,100,0.012797948,0.002780842,-0.001356263,-0.003705867,-0.004941262,-0.005405999,-0.005879288,-0.006235209,-0.006358368,0.002360235,0.002169195,0.002076169,0.002011811,0.001689123,0.001883744,0.001863839,0.0019976,0.00240033,,,,,,,,
2.939,100,0.012837435,0.002710461,-0.001626512,-0.003774802,-0.004760459,-0.005582564,-0.006067169,-0.006196907,-0.006048749,0.002153545,0.002180145,0.00226274,0.001967486,0.001833477,0.001671044,0.001837789,0.00207577,0.002401894,,,,,,,,
