N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
2.679,20000,-0.903454999,0.106725268,0.0021575,0.231920784,0.001570656,3.17E-05,0.020000346,0.000768831,,,,,,,,,,,,,,,,,,
2.689,20000,-0.905422999,0.107814057,-0.09879325,0.231700582,0.001611385,6.97E-05,0.020076057,0.000612623,,,,,,,,,,,,,,,,,,
2.699,20000,-0.876035499,0.103612922,0.00710575,0.191793938,0.001472728,4.37E-05,0.013578785,0.000318537,,,,,,,,,,,,,,,,,,
2.709,20000,-0.885705499,0.102971171,-0.01457775,0.222042694,0.001444876,4.79E-05,0.018097012,0.000473845,,,,,,,,,,,,,,,,,,
2.719,20000,-0.886636499,0.105358444,-0.007481,0.227361506,0.001503023,2.49E-05,0.01906113,0.000441208,,,,,,,,,,,,,,,,,,
2.729,20000,-0.867673499,0.1044082,0.0007705,0.195585464,0.001460188,2.49E-05,0.01402455,0.000397669,,,,,,,,,,,,,,,,,,
2.739,20000,-0.859391999,0.105193109,-0.008416,0.19911264,0.001471246,2.17E-05,0.014459229,0.000403573,,,,,,,,,,,,,,,,,,
2.749,20000,-0.859501,0.099625754,0.0416485,0.191388512,0.001305868,5.63E-05,0.01332391,0.000196795,,,,,,,,,,,,,,,,,,
2.759,20000,-0.862466499,0.106785586,0.001346,0.218423152,0.001488297,4.17E-05,0.017312659,0.000414492,,,,,,,,,,,,,,,,,,
2.769,20000,-0.847748,0.102141561,-0.0525355,0.191503156,0.001354741,3.31E-05,0.013205775,0.000268453,,,,,,,,,,,,,,,,,,
2.779,20000,-0.843195999,0.104471601,-0.01569325,0.187502055,0.001416124,2.07E-05,0.012627334,0.000276973,,,,,,,,,,,,,,,,,,
2.789,20000,-0.834554499,0.097232512,0.00942825,0.186555915,0.00121625,2.78E-05,0.012485163,0.000406154,,,,,,,,,,,,,,,,,,
2.799,20000,-0.8166575,0.096754135,-0.03169875,0.158326965,0.001193536,2.50E-05,0.008893709,0.000229761,,,,,,,,,,,,,,,,,,
2.809,20000,-0.831589499,0.104534197,-0.00727775,0.186992836,0.001382865,2.82E-05,0.012481221,0.00041645,,,,,,,,,,,,,,,,,,
2.819,20000,-0.821441499,0.102890704,0.025136,0.181303203,0.001329555,3.64E-05,0.011625505,0.000329182,,,,,,,,,,,,,,,,,,
2.829,20000,-0.815687,0.101572427,-0.00816125,0.18556158,0.001282507,3.33E-05,0.012126661,0.000171606,,,,,,,,,,,,,,,,,,
2.839,20000,-0.810621499,0.096261304,0.0015765,0.166182669,0.001148719,3.59E-05,0.00964299,0.000328207,,,,,,,,,,,,,,,,,,
2.849,20000,-0.808963,0.098410693,0.01401575,0.156009975,0.001195943,3.99E-05,0.008528247,0.000239075,,,,,,,,,,,,,,,,,,
2.859,20000,-0.8101635,0.102237411,0.00240525,0.182924119,0.001273735,4.52E-05,0.011720262,0.000386067,,,,,,,,,,,,,,,,,,
2.869,20000,-0.7999565,0.100656013,0.00277875,0.173706166,0.001233626,2.54E-05,0.010515254,0.000254693,,,,,,,,,,,,,,,,,,
2.879,20000,-0.796063,0.096967829,-0.008012,0.166017327,0.001133109,4.06E-05,0.009576035,0.000342867,,,,,,,,,,,,,,,,,,
2.889,20000,-0.7895235,0.097527165,-0.00693025,0.180364936,0.001138543,3.37E-05,0.011295298,0.000340068,,,,,,,,,,,,,,,,,,
2.899,20000,-0.786619,0.102169656,0.00301775,0.169067093,0.001242816,3.20E-05,0.009854495,0.000133985,,,,,,,,,,,,,,,,,,
2.909,20000,-0.77367,0.096215025,-0.0126635,0.178759736,0.001090388,3.89E-05,0.010976611,0.00041036,,,,,,,,,,,,,,,,,,
2.919,20000,-0.7837245,0.098013993,-0.014962,0.175855959,0.001124565,2.06E-05,0.010617725,0.000228452,,,,,,,,,,,,,,,,,,
2.929,20000,-0.777178,0.095902118,0.01444775,0.172104136,0.001072512,3.80E-05,0.010132023,0.000120653,,,,,,,,,,,,,,,,,,
2.939,20000,-0.775917,0.101283607,0.0022215,0.176991934,0.001185311,4.03E-05,0.010610191,0.000386685,,,,,,,,,,,,,,,,,,
2.949,20000,-0.762293,0.097735674,0.01122175,0.172008833,0.001100572,2.92E-05,0.010028214,0.000286275,,,,,,,,,,,,,,,,,,
2.959,20000,-0.762798,0.095172271,0.00228025,0.155441232,0.001031203,3.87E-05,0.008175186,0.000245964,,,,,,,,,,,,,,,,,,
2.969,20000,-0.761173,0.095655862,0.0007105,0.170855151,0.001037754,2.30E-05,0.009827181,0.0001396,,,,,,,,,,,,,,,,,,
2.979,20000,-0.744884,0.099859033,0.002887,0.15461997,0.001122937,3.09E-05,0.008005124,0.000123851,,,,,,,,,,,,,,,,,,
2.989,20000,-0.7534345,0.093819236,-0.020966,0.162253372,0.000981106,3.10E-05,0.008797464,0.000140046,,,,,,,,,,,,,,,,,,
2.999,20000,-0.7435245,0.093134917,-0.014157,0.150336911,0.000967928,3.05E-05,0.007554233,0.000204,,,,,,,,,,,,,,,,,,
3,20000,-0.746198,0.095747975,0.03180125,0.139738673,0.001015592,3.98E-05,0.006522859,0.000190212,,,,,,,,,,,,,,,,,,
